timestamp_iso,t_s,power_w,util_gpu_pct,mem_used_mib,clocks_sm_mhz,temp_c,phase
2026-09-10T09:04:06.432+00:00,0.000,296.366,99,22848.4,2700,60,measure
2026-09-10T09:04:07.436+00:00,1.002,111.498,0,22848.4,2700,52,measure
2026-09-10T09:04:08.436+00:00,2.005,72.226,0,22848.4,2700,52,measure
2026-09-10T09:04:09.431+00:00,3.000,48.05,1,22846.8,420,50,measure
2026-09-10T09:04:10.444+00:00,4.000,34.697,2,22846.8,300,50,measure
2026-09-10T09:04:11.431+00:00,5.000,34.573,2,22846.8,255,49,measure
2026-09-10T09:04:12.431+00:00,6.000,34.516,2,22848.4,210,49,measure
2026-09-10T09:04:11.001+00:00,7.000,28.965,2,22848.4,210,49,measure
2026-09-10T09:04:12.001+00:00,8.001,130.646,99,22848.4,2685,60,measure
2026-09-10T09:04:13.004+00:00,9.001,332.735,99,22848.4,2685,58,measure
2026-09-10T09:04:14.055+00:00,10.000,365.928,99,22848.4,2685,61,measure
2026-09-10T09:04:15.000+00:00,11.001,346.247,99,22848.4,2685,61,measure
2026-09-10T09:04:16.008+00:00,12.000,359.824,99,22848.4,2685,63,measure
2026-09-10T09:04:17.001+00:00,13.000,370.864,99,22848.4,2685,62,measure
2026-09-10T09:04:18.000+00:00,14.000,342.305,99,22848.4,2685,62,measure
2026-09-10T09:04:19.018+00:00,15.001,367.333,99,22848.4,2685,63,measure
2026-09-10T09:04:20.001+00:00,16.000,369.263,99,22846.8,2685,62,measure
2026-09-10T09:04:21.000+00:00,17.000,342.615,99,22846.8,2685,61,measure
2026-09-10T09:04:22.045+00:00,18.001,359.166,99,22846.8,2685,61,measure
2026-09-10T09:04:23.036+00:00,19.000,370.122,99,22846.8,2670,63,measure
2026-09-10T09:04:24.002+00:00,20.001,354.753,99,22846.8,2685,61,measure
2026-09-10T09:04:25.003+00:00,21.000,343.911,99,22846.8,2685,61,measure
2026-09-10T09:04:26.001+00:00,22.000,364.57,99,22846.8,2685,63,measure
2026-09-10T09:04:27.002+00:00,23.001,368.878,99,22855,2685,63,measure
2026-09-10T09:04:28.050+00:00,24.000,343.202,99,22859,2685,64,measure
2026-09-10T09:04:29.002+00:00,25.000,368.926,99,22859,2685,61,measure
2026-09-10T09:04:30.050+00:00,26.000,371.142,99,22854.9,2640,64,measure
2026-09-10T09:04:31.004+00:00,27.003,341.166,99,22854.7,2685,62,measure
2026-09-10T09:04:32.044+00:00,28.001,361.436,99,22850.7,2685,62,measure
2026-09-10T09:04:33.034+00:00,29.002,369.728,99,22850.7,2685,64,measure
2026-09-10T09:04:34.004+00:00,30.002,354.675,99,22848.7,2685,62,measure
2026-09-10T09:04:35.000+00:00,31.000,345.158,99,22846.7,2670,62,measure
2026-09-10T09:04:36.003+00:00,32.000,361.397,99,22846.7,2685,64,measure
2026-09-10T09:04:37.026+00:00,33.001,368.797,99,22846.7,2685,65,measure
2026-09-10T09:04:38.020+00:00,34.000,346.495,99,22846.7,2685,64,measure
2026-09-10T09:04:39.000+00:00,35.000,361.592,99,22846.7,2685,62,measure
2026-09-10T09:04:40.000+00:00,36.000,365.911,99,22846.7,2685,67,measure
2026-09-10T09:04:38.526+00:00,37.000,343.81,99,22846.7,2685,64,measure
2026-09-10T09:04:39.526+00:00,38.000,368.403,99,22846.7,2685,62,measure
2026-09-10T09:04:40.526+00:00,39.000,370.309,99,22848.2,2685,68,measure
2026-09-10T09:04:41.527+00:00,40.000,338.196,99,22848.2,2685,62,measure
