t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789158593.287,0,0,210,210,0,0,0,0,1726.384
1789158595.806,0,0,210,210,0,0,0,0,1731.392
1789158600.838,8,0,226,218,0,0,0,0,1736.424
1789158605.839,8,0,250,242,0,0,0,0,1741.424
1789158610.854,8,0,266,258,0,0,0,0,1746.440
1789158615.868,8,0,282,274,0,0,0,0,1751.453
1789158620.878,8,0,298,290,0,0,0,0,1756.464
1789158623.407,8,0,314,306,0,0,0,0,1761.473
1789158628.408,8,0,330,322,0,0,0,0,1766.475
1789158633.410,8,0,354,346,0,0,0,0,1771.476
1789158638.410,8,0,370,362,0,0,0,0,1776.477
1789158643.427,8,0,386,378,0,0,0,0,1781.493
1789158648.428,8,0,402,394,0,0,0,0,1786.495
1789158653.430,8,0,418,410,0,0,0,0,1791.496
1789158655.950,8,0,442,434,0,0,0,0,1796.497
1789158660.975,8,0,458,450,0,0,0,0,1801.522
1789158665.998,8,0,474,466,0,0,0,0,1806.545
1789158671.000,8,0,490,482,0,0,0,0,1811.547
1789158676.002,8,0,506,498,0,0,0,0,1816.549
1789158681.004,8,0,530,522,0,0,0,0,1821.551
1789158683.553,8,0,546,538,0,0,0,0,1826.582
1789158688.582,8,0,562,554,0,0,0,0,1831.610
1789158693.608,8,0,578,570,0,0,0,0,1836.637
1789158698.610,8,0,602,594,0,0,0,0,1841.638
1789158703.627,8,0,618,610,0,0,0,0,1846.655
1789158708.641,8,0,634,626,0,0,0,0,1851.669
1789158711.171,8,0,650,642,0,0,0,0,1856.679
1789158716.174,8,0,666,658,0,0,0,0,1861.682
1789158721.175,8,0,683,675,0,0,0,0,1866.683
1789158726.178,8,0,706,698,0,0,0,0,1871.687
1789158731.209,8,0,722,714,0,0,0,0,1876.717
1789158736.210,8,0,738,730,0,0,0,0,1881.719
1789158741.213,8,0,754,746,0,0,0,0,1886.721
1789158743.733,8,0,770,762,0,0,0,0,1891.722
1789158748.734,8,0,794,786,0,0,0,0,1896.723
1789158753.736,8,0,810,802,0,0,0,0,1901.725
1789158758.737,8,0,826,818,0,0,0,0,1906.726
1789158763.738,8,0,842,834,0,0,0,0,1911.727
1789158768.793,8,0,858,850,0,0,0,0,1916.782
1789158771.344,8,0,882,874,0,0,0,0,1921.813
1789158776.413,8,0,898,890,0,0,0,0,1926.882
1789158781.524,8,0,914,906,0,0,0,0,1931.993
1789158786.526,8,0,930,922,0,0,0,0,1936.994
1789158791.527,8,0,954,946,0,0,0,0,1941.995
1789158796.528,8,0,970,962,0,0,0,0,1946.997
1789158801.530,8,0,986,978,0,0,0,0,1951.998
1789158804.050,0,0,990,990,0,0,0,0,1957.000
