t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789086824.599,0,0,20,20,0,0,0,0,18609.734
1789086829.602,0,0,20,20,0,0,0,0,18614.737
1789086834.603,44,0,79,35,0,0,0,0,18619.738
1789086839.604,79,0,195,116,0,0,0,0,18624.740
1789086844.605,81,0,309,228,0,0,0,0,18629.741
1789086849.607,76,0,422,346,0,0,0,0,18634.743
1789086852.108,81,0,542,461,0,0,0,0,18639.744
1789086857.109,96,0,672,576,0,0,0,0,18644.745
1789086862.110,81,0,789,708,0,0,0,0,18649.746
1789086867.112,71,0,889,818,0,0,0,0,18654.748
1789086872.113,62,0,990,928,0,0,0,0,18659.749
1789086877.114,49,0,1077,1028,0,0,0,0,18664.750
1789086882.117,71,0,1192,1121,0,0,0,0,18669.753
1789086884.619,76,0,1307,1231,0,0,0,0,18674.754
1789086889.621,77,0,1422,1345,0,0,0,0,18679.756
1789086894.622,79,0,1536,1457,0,0,0,0,18684.757
1789086899.623,75,0,1647,1572,0,0,0,0,18689.758
1789086904.625,87,0,1771,1684,0,0,0,0,18694.760
1789086909.626,55,0,1864,1809,0,0,0,0,18699.761
1789086912.127,64,0,1971,1907,0,0,0,0,18704.762
1789086917.128,58,0,2066,2008,0,0,0,0,18709.764
1789086922.130,68,0,2177,2109,0,0,0,0,18714.765
1789086927.131,69,0,2287,2218,0,0,0,0,18719.766
1789086932.132,83,0,2409,2326,0,0,0,0,18724.768
1789086937.134,65,0,2516,2451,0,0,0,0,18729.769
1789086942.135,47,0,2604,2557,0,0,0,0,18734.770
1789086944.636,55,0,2705,2650,0,0,0,0,18739.772
1789086949.638,67,0,2819,2752,0,0,0,0,18744.773
1789086954.639,69,0,2926,2857,0,0,0,0,18749.774
1789086959.640,81,0,3046,2965,0,0,0,0,18754.776
1789086964.641,86,0,3165,3079,0,0,0,0,18759.777
1789086969.642,71,0,3271,3200,0,0,0,0,18764.778
1789086972.144,80,0,3393,3313,0,0,0,0,18769.779
1789086977.146,91,0,3516,3425,0,0,0,0,18774.781
1789086982.147,79,0,3630,3551,0,0,0,0,18779.781
1789086987.148,61,0,3735,3674,0,0,0,0,18784.783
1789086992.150,70,0,3858,3788,0,0,0,0,18789.784
1789086997.151,58,0,3956,3898,0,0,0,0,18794.786
1789087002.153,61,0,4055,3994,0,0,0,0,18799.787
1789087004.662,85,0,4176,4091,0,0,0,0,18804.798
1789087009.673,56,0,4273,4217,0,0,0,0,18809.809
1789087014.674,68,0,4377,4309,0,0,0,0,18814.810
1789087019.682,59,0,4481,4422,0,0,0,0,18819.818
1789087024.683,58,0,4585,4527,0,0,0,0,18824.819
1789087029.684,76,0,4701,4625,0,0,0,0,18829.820
1789087032.204,68,0,4808,4740,0,0,0,0,18834.823
1789087037.205,94,0,4943,4849,0,0,0,0,18839.824
1789087042.206,67,0,5051,4984,0,0,0,0,18844.825
1789087047.207,71,0,5165,5094,0,0,0,0,18849.827
1789087052.208,78,0,5278,5200,0,0,0,0,18854.828
