t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789079654.389,0,0,20,20,0,0,0,0,10840.569
1789079659.424,0,0,20,20,0,0,0,0,10845.604
1789079664.538,19,0,39,20,0,0,0,0,10850.717
1789079667.153,67,0,144,77,0,0,0,0,10855.804
1789079672.187,87,0,267,180,0,0,0,0,10860.838
1789079677.260,55,0,364,309,0,0,0,0,10865.910
1789079682.262,63,0,471,408,0,0,0,0,10870.912
1789079687.264,62,0,581,519,0,0,0,0,10875.915
1789079692.266,77,0,701,624,0,0,0,0,10880.917
1789079694.760,61,0,809,748,0,0,0,0,10885.918
1789079699.762,52,0,906,854,0,0,0,0,10890.920
1789079704.764,76,0,1022,946,0,0,0,0,10895.921
1789079709.765,84,0,1140,1056,0,0,0,0,10900.923
1789079714.768,61,0,1238,1177,0,0,0,0,10905.925
1789079719.770,60,0,1347,1287,0,0,0,0,10910.927
1789079722.281,65,0,1450,1385,0,0,0,0,10915.929
1789079727.282,69,0,1561,1492,0,0,0,0,10920.931
1789079732.284,70,0,1670,1600,0,0,0,0,10925.932
1789079737.287,72,0,1789,1717,0,0,0,0,10930.935
1789079742.289,90,0,1924,1834,0,0,0,0,10935.938
1789079747.290,67,0,2027,1960,0,0,0,0,10940.939
1789079752.292,71,0,2132,2061,0,0,0,0,10945.941
1789079754.795,62,0,2232,2170,0,0,0,0,10950.942
1789079759.796,47,0,2326,2279,0,0,0,0,10955.943
1789079764.797,58,0,2429,2371,0,0,0,0,10960.944
1789079769.799,63,0,2534,2471,0,0,0,0,10965.947
1789079774.802,84,0,2660,2576,0,0,0,0,10970.949
1789079779.803,64,0,2762,2698,0,0,0,0,10975.950
1789079782.304,91,0,2883,2792,0,0,0,0,10980.952
1789079787.306,72,0,2993,2921,0,0,0,0,10985.953
1789079792.308,70,0,3099,3029,0,0,0,0,10990.955
1789079797.309,67,0,3211,3144,0,0,0,0,10995.956
1789079802.312,67,0,3322,3255,0,0,0,0,11000.959
1789079807.313,69,0,3433,3364,0,0,0,0,11005.960
1789079812.314,70,0,3543,3473,0,0,0,0,11010.961
1789079814.811,51,0,3631,3580,0,0,0,0,11015.963
1789079819.812,83,0,3755,3672,0,0,0,0,11020.964
1789079824.813,66,0,3864,3798,0,0,0,0,11025.965
1789079829.814,81,0,3992,3911,0,0,0,0,11030.966
1789079834.815,81,0,4114,4033,0,0,0,0,11035.967
1789079839.818,65,0,4220,4155,0,0,0,0,11040.970
1789079842.317,71,0,4325,4254,0,0,0,0,11045.971
1789079847.318,76,0,4440,4364,0,0,0,0,11050.972
1789079852.319,58,0,4540,4482,0,0,0,0,11055.973
