t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789090412.062,0,0,20,20,0,0,0,0,22495.488
1789090417.067,12,0,32,20,0,0,0,0,22500.492
1789090422.068,21,0,64,43,0,0,0,0,22505.494
1789090427.069,21,0,95,74,0,0,0,0,22510.495
1789090432.070,12,0,115,103,0,0,0,0,22515.496
1789090434.574,20,0,150,130,0,0,0,0,22520.497
1789090439.575,21,0,191,170,0,0,0,0,22525.498
1789090444.576,10,0,211,201,0,0,0,0,22530.499
1789090449.577,11,0,238,227,0,0,0,0,22535.500
1789090454.578,13,0,264,251,0,0,0,0,22540.501
1789090459.580,17,0,294,277,0,0,0,0,22545.503
1789090462.075,10,0,316,306,0,0,0,0,22550.504
1789090467.076,22,0,351,329,0,0,0,0,22555.506
1789090472.077,13,0,373,360,0,0,0,0,22560.507
1789090477.079,24,0,409,385,0,0,0,0,22565.508
1789090482.080,16,0,438,422,0,0,0,0,22570.510
1789090487.081,12,0,461,449,0,0,0,0,22575.511
1789090492.089,21,0,490,469,0,0,0,0,22580.518
1789090494.591,15,0,516,501,0,0,0,0,22585.519
1789090499.592,14,0,545,531,0,0,0,0,22590.520
1789090504.595,12,0,570,558,0,0,0,0,22595.522
1789090509.595,18,0,599,581,0,0,0,0,22600.523
1789090514.599,12,0,628,616,0,0,0,0,22605.527
1789090519.600,23,0,661,638,0,0,0,0,22610.528
1789090522.119,12,0,688,676,0,0,0,0,22615.529
1789090527.120,17,0,718,701,0,0,0,0,22620.530
1789090532.121,11,0,744,733,0,0,0,0,22625.531
1789090537.122,21,0,778,757,0,0,0,0,22630.533
1789090542.123,20,0,805,785,0,0,0,0,22635.534
1789090547.125,9,0,824,815,0,0,0,0,22640.535
1789090552.126,21,0,852,831,0,0,0,0,22645.537
1789090554.628,9,0,873,864,0,0,0,0,22650.538
1789090559.629,17,0,899,882,0,0,0,0,22655.539
1789090564.630,9,0,919,910,0,0,0,0,22660.540
1789090569.631,17,0,945,928,0,0,0,0,22665.541
1789090574.633,12,0,967,955,0,0,0,0,22670.543
1789090579.634,16,0,996,980,0,0,0,0,22675.543
1789090582.157,11,0,1016,1005,0,0,0,0,22680.545
1789090587.159,21,0,1049,1028,0,0,0,0,22685.548
1789090592.161,22,0,1093,1071,0,0,0,0,22690.550
1789090597.163,20,0,1125,1105,0,0,0,0,22695.552
1789090602.164,15,0,1156,1141,0,0,0,0,22700.553
1789090607.170,18,0,1183,1165,0,0,0,0,22705.559
1789090612.175,12,0,1208,1196,0,0,0,0,22710.563
1789090614.693,14,0,1234,1220,0,0,0,0,22715.566
1789090619.702,14,0,1263,1249,0,0,0,0,22720.575
1789090624.710,12,0,1282,1270,0,0,0,0,22725.583
1789090629.710,19,0,1313,1294,0,0,0,0,22730.583
1789090634.712,21,0,1352,1331,0,0,0,0,22735.585
1789090639.718,17,0,1382,1365,0,0,0,0,22740.591
1789090642.237,12,0,1408,1396,0,0,0,0,22745.606
1789090647.238,12,0,1435,1423,0,0,0,0,22750.607
1789090652.243,7,0,1453,1446,0,0,0,0,22755.612
1789090657.244,11,0,1477,1466,0,0,0,0,22760.614
1789090662.251,10,0,1504,1494,0,0,0,0,22765.621
