t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789095274.109,0,0,20,20,0,0,0,0,27762.211
1789095279.110,10,0,30,20,0,0,0,0,27767.212
1789095284.111,18,0,57,39,0,0,0,0,27772.213
1789095286.617,12,0,76,64,0,0,0,0,27777.215
1789095291.619,13,0,100,87,0,0,0,0,27782.217
1789095296.620,21,0,133,112,0,0,0,0,27787.218
1789095301.621,17,0,165,148,0,0,0,0,27792.219
1789095306.622,16,0,195,179,0,0,0,0,27797.220
1789095311.623,19,0,229,210,0,0,0,0,27802.221
1789095316.624,17,0,263,246,0,0,0,0,27807.222
1789095319.139,14,0,287,273,0,0,0,0,27812.223
1789095324.140,10,0,309,299,0,0,0,0,27817.225
1789095329.143,12,0,335,323,0,0,0,0,27822.227
1789095334.145,14,0,359,345,0,0,0,0,27827.229
1789095339.146,21,0,393,372,0,0,0,0,27832.230
1789095344.147,19,0,424,405,0,0,0,0,27837.231
1789095346.652,17,0,454,437,0,0,0,0,27842.234
1789095351.656,12,0,474,462,0,0,0,0,27847.238
1789095356.671,26,0,509,483,0,0,0,0,27852.252
1789095361.690,10,0,529,519,0,0,0,0,27857.272
1789095366.695,18,0,556,538,0,0,0,0,27862.277
1789095371.697,21,0,592,571,0,0,0,0,27867.279
1789095376.702,20,0,621,601,0,0,0,0,27872.284
1789095379.229,17,0,647,630,0,0,0,0,27877.291
1789095384.236,21,0,683,662,0,0,0,0,27882.298
1789095389.243,11,0,710,699,0,0,0,0,27887.305
1789095394.255,22,0,748,726,0,0,0,0,27892.317
1789095399.279,10,0,773,763,0,0,0,0,27897.341
1789095404.293,15,0,795,780,0,0,0,0,27902.355
1789095406.799,16,0,827,811,0,0,0,0,27907.360
1789095411.806,13,0,854,841,0,0,0,0,27912.366
1789095416.808,11,0,877,866,0,0,0,0,27917.368
1789095421.813,9,0,899,890,0,0,0,0,27922.373
1789095426.823,15,0,929,914,0,0,0,0,27927.383
1789095431.849,18,0,961,943,0,0,0,0,27932.409
1789095436.854,16,0,992,976,0,0,0,0,27937.415
1789095439.367,12,0,1022,1010,0,0,0,0,27942.429
1789095444.371,13,0,1046,1033,0,0,0,0,27947.433
1789095449.376,17,0,1074,1057,0,0,0,0,27952.437
1789095454.379,20,0,1108,1088,0,0,0,0,27957.440
1789095459.381,15,0,1145,1130,0,0,0,0,27962.442
1789095464.401,12,0,1169,1157,0,0,0,0,27967.462
1789095466.903,14,0,1191,1177,0,0,0,0,27972.463
1789095471.904,17,0,1221,1204,0,0,0,0,27977.465
1789095476.922,16,0,1246,1230,0,0,0,0,27982.483
1789095481.926,18,0,1278,1260,0,0,0,0,27987.487
1789095486.927,10,0,1299,1289,0,0,0,0,27992.488
1789095491.929,23,0,1338,1315,0,0,0,0,27997.490
1789095496.933,17,0,1362,1345,0,0,0,0,28002.493
1789095499.437,12,0,1383,1371,0,0,0,0,28007.497
1789095504.440,15,0,1411,1396,0,0,0,0,28012.500
1789095509.446,20,0,1438,1418,0,0,0,0,28017.506
1789095514.448,20,0,1471,1451,0,0,0,0,28022.508
1789095519.449,21,0,1502,1481,0,0,0,0,28027.509
1789095525.024,16,0,1532,1516,0,0,0,0,28033.084
1789095527.542,12,0,1558,1546,0,0,0,0,28038.086
1789095532.543,18,0,1589,1571,0,0,0,0,28043.087
1789095537.545,18,0,1617,1599,0,0,0,0,28048.088
1789095542.546,16,0,1645,1629,0,0,0,0,28053.089
1789095547.547,15,0,1674,1659,0,0,0,0,28058.091
1789095552.548,20,0,1706,1686,0,0,0,0,28063.092
1789095557.550,40,11,1763,1723,0,0,0,0,28068.094
1789095560.050,40,22,1829,1789,0,0,0,29,28073.095
1789095565.051,40,17,1884,1844,0,0,0,70,28078.096
1789095570.052,40,4,1955,1915,0,0,0,89,28083.097
1789095575.055,40,11,2016,1976,0,0,0,106,28088.100
1789095580.071,40,21,2077,2037,0,0,0,116,28093.115
1789095585.082,40,4,2141,2101,0,0,0,145,28098.127
1789095587.624,40,18,2198,2158,0,0,0,148,28103.168
1789095592.625,40,4,2264,2224,0,0,0,174,28108.169
1789095597.630,40,14,2322,2282,0,0,0,191,28113.174
1789095602.641,40,16,2387,2347,0,0,0,224,28118.185
1789095607.654,40,17,2444,2404,0,0,0,252,28123.198
1789095612.658,39,0,2512,2473,0,0,0,271,28128.203
1789095617.665,40,8,2572,2532,0,0,0,310,28133.209
1789095620.171,40,10,2636,2596,0,0,0,327,28138.218
1789095625.179,40,7,2698,2658,0,0,0,355,28143.226
1789095630.184,40,20,2758,2718,0,0,0,372,28148.231
1789095635.190,40,17,2822,2782,0,0,0,401,28153.238
1789095640.194,40,11,2879,2839,0,0,0,431,28158.242
1789095645.199,40,7,2946,2906,0,0,0,454,28163.246
1789095647.715,40,21,3002,2962,0,0,0,475,28168.256
1789095652.718,40,3,3069,3029,0,0,0,498,28173.260
1789095657.728,40,15,3124,3084,0,0,0,507,28178.269
1789095662.734,40,16,3193,3153,0,0,0,539,28183.275
1789095667.741,40,5,3252,3212,0,0,0,576,28188.282
1789095672.760,40,15,3317,3277,0,0,0,599,28193.301
1789095677.765,40,15,3379,3339,0,0,0,633,28198.307
1789095680.269,40,14,3438,3398,0,0,0,664,28203.308
1789095685.281,40,7,3503,3463,0,0,0,687,28208.320
1789095690.289,40,19,3559,3519,0,0,0,705,28213.328
1789095695.299,40,3,3626,3586,0,0,0,740,28218.338
1789095700.309,40,14,3682,3642,0,0,0,763,28223.349
1789095705.311,40,3,3749,3709,0,0,0,785,28228.350
1789095707.815,40,10,3804,3764,0,0,0,824,28233.358
1789095712.820,40,3,3871,3831,0,0,0,839,28238.362
1789095717.827,40,17,3924,3884,0,0,0,860,28243.370
1789095722.830,40,16,3993,3953,0,0,0,872,28248.372
1789095727.846,40,17,4044,4004,0,0,0,899,28253.388
1789095732.851,40,17,4114,4074,0,0,0,912,28258.394
1789095737.853,40,17,4166,4126,0,0,0,951,28263.395
1789095740.380,40,13,4237,4197,0,0,0,981,28268.409
1789095745.400,40,4,4299,4259,0,0,0,1024,28273.429
1789095750.433,40,6,4359,4319,0,0,0,1031,28278.462
1789095755.449,40,3,4423,4383,0,0,0,1047,28283.478
1789095760.451,40,13,4482,4442,0,0,0,1054,28288.480
1789095765.475,40,16,4548,4508,0,0,0,1076,28293.504
1789095767.991,40,17,4604,4564,0,0,0,1109,28298.513
1789095772.992,40,6,4671,4631,0,0,0,1120,28303.514
1789095778.001,40,20,4724,4684,0,0,0,1142,28308.523
1789095783.020,40,2,4795,4755,0,0,0,1168,28313.542
1789095788.024,40,3,4856,4816,0,0,0,1209,28318.545
1789095793.043,40,1,4917,4877,0,0,0,1230,28323.565
1789095798.048,40,5,4981,4941,0,0,0,1244,28328.569
1789095800.567,40,17,5040,5000,0,0,0,1264,28333.570
1789095805.596,40,15,5102,5062,0,0,0,1301,28338.599
1789095810.607,40,17,5164,5124,0,0,0,1318,28343.611
1789095815.610,40,12,5226,5186,0,0,0,1353,28348.613
1789095820.611,40,7,5284,5244,0,0,0,1362,28353.615
1789095825.623,40,3,5349,5309,0,0,0,1374,28358.627
1789095828.137,40,16,5404,5364,0,0,0,1394,28363.641
1789095833.148,27,0,5460,5433,0,0,0,1401,28368.651
