t_unix,num_requests_running,num_requests_waiting,kv_cache_usage_perc,prefix_cache_queries_total,prefix_cache_hits_total,prompt_tokens_total,generation_tokens_total,request_success_total
1789038804.300,0.0,0.0,0.0,22317.0,1920.0,22317.0,27720.0,210.0
1789038806.867,0.0,0.0,0.0,22317.0,1920.0,22317.0,27720.0,210.0
1789038811.871,0.0,0.0,0.0,22317.0,1920.0,22317.0,27720.0,210.0
1789038816.875,2.0,0.0,0.007072135785007094,22749.0,2112.0,22749.0,28226.0,212.0
1789038821.880,2.0,0.0,0.007072135785007094,23181.0,2304.0,23181.0,28772.0,216.0
1789038826.885,2.0,0.0,0.0033003300330033403,23829.0,2592.0,23829.0,29308.0,222.0
1789038831.890,2.0,0.0,0.003771805752003754,24261.0,2784.0,24261.0,29866.0,226.0
1789038834.563,2.0,0.0,0.004243281471004279,24693.0,2976.0,24693.0,30422.0,230.0
1789038839.571,2.0,0.0,0.0047147571900046925,25125.0,3168.0,25125.0,30978.0,234.0
1789038844.575,2.0,0.0,0.005186232909005217,25557.0,3360.0,25557.0,31532.0,238.0
1789038849.581,2.0,0.0,0.005421970768505369,25989.0,3552.0,25989.0,32082.0,242.0
1789038854.586,2.0,0.0,0.006129184347006156,26421.0,3744.0,26421.0,32654.0,246.0
1789038859.590,2.0,0.0,0.0066006600660065695,26853.0,3936.0,26853.0,33226.0,250.0
1789038862.552,2.0,0.0,0.003771805752003754,27501.0,4224.0,27501.0,33817.0,256.0
1789038867.556,2.0,0.0,0.004243281471004279,27933.0,4416.0,27933.0,34377.0,260.0
1789038872.561,2.0,0.0,0.0047147571900046925,28365.0,4608.0,28365.0,34931.0,264.0
1789038877.566,2.0,0.0,0.005186232909005217,28797.0,4800.0,28797.0,35487.0,268.0
1789038882.570,2.0,0.0,0.005186232909005217,29229.0,4992.0,29229.0,36031.0,272.0
1789038887.575,2.0,0.0,0.005657708628005631,29661.0,5184.0,29661.0,36575.0,276.0
1789038890.123,2.0,0.0,0.006129184347006156,30093.0,5376.0,30093.0,37151.0,280.0
1789038895.129,2.0,0.0,0.0066006600660065695,30525.0,5568.0,30525.0,37707.0,284.0
1789038900.133,2.0,0.0,0.007072135785007094,30957.0,5760.0,30957.0,38263.0,288.0
1789038905.138,2.0,0.0,0.0033003300330033403,31605.0,6048.0,31497.0,38809.0,294.0
1789038910.146,2.0,0.0,0.003771805752003754,32037.0,6240.0,32037.0,39365.0,298.0
1789038915.151,2.0,0.0,0.004243281471004279,32469.0,6432.0,32469.0,39925.0,302.0
1789038917.761,2.0,0.0,0.0047147571900046925,32901.0,6624.0,32901.0,40481.0,306.0
1789038922.766,2.0,0.0,0.005186232909005217,33333.0,6816.0,33333.0,41037.0,310.0
1789038927.771,2.0,0.0,0.005657708628005631,33765.0,7008.0,33765.0,41589.0,314.0
1789038932.777,2.0,0.0,0.005657708628005631,34197.0,7200.0,34197.0,42141.0,318.0
1789038937.783,2.0,0.0,0.006129184347006156,34629.0,7392.0,34629.0,42699.0,322.0
1789038942.787,2.0,0.0,0.0066006600660065695,35061.0,7584.0,35061.0,43259.0,326.0
1789038945.330,2.0,0.0,0.007072135785007094,35493.0,7776.0,35493.0,43821.0,330.0
1789038950.334,2.0,0.0,0.003771805752003754,36141.0,8064.0,36141.0,44377.0,336.0
1789038955.339,2.0,0.0,0.004243281471004279,36573.0,8256.0,36573.0,44935.0,340.0
1789038960.344,2.0,0.0,0.0047147571900046925,37005.0,8448.0,37005.0,45489.0,344.0
1789038965.348,2.0,0.0,0.005186232909005217,37437.0,8640.0,37437.0,46043.0,348.0
1789038970.354,2.0,0.0,0.005657708628005631,37869.0,8832.0,37869.0,46605.0,352.0
1789038972.983,2.0,0.0,0.006129184347006156,38301.0,9024.0,38301.0,47165.0,356.0
1789038977.988,2.0,0.0,0.0066006600660065695,38733.0,9216.0,38733.0,47725.0,360.0
1789038983.001,2.0,0.0,0.006836397925506832,39165.0,9408.0,39165.0,48281.0,364.0
1789038988.006,2.0,0.0,0.007072135785007094,39597.0,9600.0,39597.0,48833.0,368.0
1789038993.010,2.0,0.0,0.003771805752003754,40245.0,9888.0,40245.0,49389.0,374.0
1789038998.016,2.0,0.0,0.004243281471004279,40677.0,10080.0,40677.0,49949.0,378.0
1789039000.614,2.0,0.0,0.0047147571900046925,41109.0,10272.0,41109.0,50509.0,382.0
1789039005.618,2.0,0.0,0.005186232909005217,41541.0,10464.0,41541.0,51071.0,386.0
1789039010.623,2.0,0.0,0.005657708628005631,41973.0,10560.0,41973.0,51627.0,390.0
1789039015.630,2.0,0.0,0.006129184347006156,42405.0,10560.0,42405.0,52183.0,394.0
1789039020.637,2.0,0.0,0.0066006600660065695,42837.0,10560.0,42837.0,52739.0,398.0
1789039025.641,2.0,0.0,0.006836397925506832,43269.0,10560.0,43269.0,53297.0,402.0
1789039028.294,0.0,0.0,0.0,43701.0,10560.0,43701.0,53856.0,408.0
1789039033.298,0.0,0.0,0.0,43917.0,10560.0,43917.0,54120.0,410.0
