t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789096771.093,0,0,20,20,0,0,0,0,29384.070
1789096776.095,11,0,31,20,0,0,0,0,29389.073
1789096781.097,18,0,57,39,0,0,0,0,29394.074
1789096786.098,12,0,76,64,0,0,0,0,29399.075
1789096788.597,13,0,100,87,0,0,0,0,29404.077
1789096793.598,22,0,134,112,0,0,0,0,29409.078
1789096798.599,17,0,165,148,0,0,0,0,29414.079
1789096803.847,21,0,201,180,0,0,0,0,29419.327
1789096808.918,16,0,230,214,0,0,0,0,29424.399
1789096813.920,17,0,265,248,0,0,0,0,29429.400
1789096816.425,12,0,288,276,0,0,0,0,29434.402
1789096821.426,12,0,311,299,0,0,0,0,29439.404
1789096826.428,10,0,335,325,0,0,0,0,29444.405
1789096831.429,16,0,362,346,0,0,0,0,29449.406
1789096836.430,20,0,395,375,0,0,0,0,29454.407
1789096841.431,16,0,424,408,0,0,0,0,29459.409
1789096846.432,16,0,455,439,0,0,0,0,29464.410
1789096848.985,13,0,476,463,0,0,0,0,29469.462
1789096853.986,24,0,511,487,0,0,0,0,29474.464
1789096858.988,9,0,530,521,0,0,0,0,29479.465
1789096864.018,19,0,559,540,0,0,0,0,29484.496
1789096869.019,16,0,593,577,0,0,0,0,29489.497
1789096874.021,21,0,624,603,0,0,0,0,29494.499
1789096876.541,18,0,649,631,0,0,0,0,29499.500
1789096881.542,20,0,686,666,0,0,0,0,29504.501
1789096886.543,15,0,715,700,0,0,0,0,29509.503
1789096891.544,22,0,750,728,0,0,0,0,29514.504
1789096896.546,12,0,775,763,0,0,0,0,29519.505
1789096901.547,17,0,798,781,0,0,0,0,29524.507
1789096906.548,13,0,828,815,0,0,0,0,29529.507
1789096909.050,12,0,856,844,0,0,0,0,29534.509
1789096914.051,9,0,877,868,0,0,0,0,29539.510
1789096919.053,10,0,900,890,0,0,0,0,29544.512
1789096924.056,18,0,933,915,0,0,0,0,29549.515
1789096929.064,19,0,962,943,0,0,0,0,29554.524
1789096934.069,14,0,993,979,0,0,0,0,29559.528
1789096936.574,11,0,1022,1011,0,0,0,0,29564.530
1789096941.577,12,0,1046,1034,0,0,0,0,29569.533
1789096946.578,19,0,1077,1058,0,0,0,0,29574.534
1789096951.579,23,0,1112,1089,0,0,0,0,29579.535
1789096956.581,13,0,1146,1133,0,0,0,0,29584.536
1789096961.581,14,0,1171,1157,0,0,0,0,29589.537
1789096966.583,14,0,1193,1179,0,0,0,0,29594.538
1789096969.084,17,0,1222,1205,0,0,0,0,29599.540
1789096974.085,17,0,1248,1231,0,0,0,0,29604.541
1789096979.085,20,0,1282,1262,0,0,0,0,29609.541
1789096984.086,10,0,1299,1289,0,0,0,0,29614.542
1789096989.087,21,0,1339,1318,0,0,0,0,29619.543
1789096994.089,16,0,1363,1347,0,0,0,0,29624.545
1789096996.592,10,0,1383,1373,0,0,0,0,29629.550
1789097001.593,13,0,1411,1398,0,0,0,0,29634.551
1789097006.594,20,0,1439,1419,0,0,0,0,29639.553
1789097011.597,20,0,1472,1452,0,0,0,0,29644.556
1789097016.598,21,0,1503,1482,0,0,0,0,29649.557
1789097021.599,14,0,1528,1514,0,0,0,0,29654.558
1789097026.600,15,0,1557,1542,0,0,0,0,29659.559
1789097029.122,17,0,1587,1570,0,0,0,0,29664.560
1789097034.124,15,0,1614,1599,0,0,0,0,29669.561
1789097039.125,16,0,1641,1625,0,0,0,0,29674.563
1789097044.126,16,0,1671,1655,0,0,0,0,29679.564
1789097049.127,19,0,1703,1684,0,0,0,0,29684.565
1789097054.128,50,0,1769,1719,0,0,0,0,29689.566
