t_unix,num_requests_running,num_requests_waiting,kv_cache_usage_perc,prefix_cache_queries_total,prefix_cache_hits_total,prompt_tokens_total,generation_tokens_total,request_success_total
1789054928.467,0.0,0.0,0.0,1632429.0,192.0,1632429.0,1995708.0,15119.0
1789054931.173,0.0,0.0,0.0,1632429.0,192.0,1632429.0,1995708.0,15119.0
1789054936.178,67.0,0.0,0.11100276287989597,1642041.0,192.0,1641933.0,2001840.0,15141.0
1789054941.183,121.0,0.0,0.2104664391353811,1657809.0,192.0,1657485.0,2017611.0,15233.0
1789054946.191,141.0,0.0,0.25402242808386155,1672065.0,192.0,1671741.0,2034268.0,15345.0
1789054951.196,172.0,0.0,0.30716723549488056,1687509.0,192.0,1687401.0,2050739.0,15457.0
1789054956.201,198.0,0.0,0.3593369088249634,1702305.0,192.0,1702089.0,2067616.0,15568.0
1789054958.910,216.0,0.0,0.3981797497155859,1717209.0,192.0,1716669.0,2085161.0,15688.0
1789054963.923,204.0,0.0,0.3694132943279701,1730925.0,192.0,1730925.0,2101991.0,15827.0
1789054968.928,202.0,0.0,0.37753941166910454,1744533.0,192.0,1744425.0,2119872.0,15955.0
1789054973.935,176.0,0.0,0.3169185763042418,1758357.0,192.0,1758141.0,2137336.0,16109.0
1789054978.940,190.0,0.0,0.3473102551600845,1772505.0,192.0,1772181.0,2154214.0,16226.0
1789054983.945,199.0,0.0,0.36388753453599865,1787085.0,192.0,1786761.0,2171391.0,16352.0
1789054986.658,221.0,0.0,0.3905411994149196,1802961.0,192.0,1802313.0,2188041.0,16477.0
1789054991.663,253.0,4.0,0.4573378839590444,1817433.0,192.0,1817217.0,2204282.0,16579.0
1789054996.668,254.0,20.0,0.452299691207541,1832229.0,192.0,1831905.0,2221553.0,16715.0
1789055001.677,256.0,32.0,0.4633512107914838,1845405.0,192.0,1845081.0,2238327.0,16835.0
1789055006.681,254.0,19.0,0.452299691207541,1859877.0,192.0,1859553.0,2255345.0,16971.0
1789055011.685,256.0,27.0,0.4698521046643913,1873053.0,192.0,1873053.0,2272631.0,17091.0
1789055014.347,256.0,22.0,0.45928815212091667,1887849.0,192.0,1887741.0,2289646.0,17228.0
1789055019.356,255.0,28.0,0.47196489517308626,1901025.0,192.0,1900809.0,2307188.0,17351.0
1789055024.364,255.0,33.0,0.46270112140419306,1915821.0,192.0,1915713.0,2324459.0,17488.0
1789055029.369,256.0,47.0,0.4748902974158947,1929429.0,192.0,1929105.0,2342253.0,17613.0
1789055034.373,255.0,60.0,0.4630261660978384,1944009.0,192.0,1943793.0,2359270.0,17749.0
1789055039.379,252.0,65.0,0.4701771493580368,1957293.0,192.0,1957293.0,2376811.0,17875.0
1789055042.101,252.0,62.0,0.4547375264098814,1972413.0,192.0,1972089.0,2393823.0,18015.0
1789055047.106,252.0,54.0,0.4675767918088737,1985805.0,192.0,1985589.0,2411363.0,18139.0
1789055052.111,253.0,64.0,0.4539249146757679,2001033.0,192.0,2000709.0,2428374.0,18279.0
1789055057.115,256.0,63.0,0.4807411019015114,2013993.0,192.0,2013993.0,2445918.0,18396.0
1789055062.124,253.0,53.0,0.4565252722249309,2029005.0,288.0,2029005.0,2462675.0,18538.0
1789055067.130,256.0,76.0,0.485129205265724,2042073.0,288.0,2042073.0,2480730.0,18656.0
1789055069.803,256.0,64.0,0.46887697058345523,2057517.0,288.0,2057193.0,2497995.0,18799.0
