t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789098602.813,0,0,100,100,0,0,0,0,31368.078
1789098607.814,5,0,105,100,0,0,0,0,31373.079
1789098612.816,17,0,131,114,0,0,0,0,31378.081
1789098615.316,13,0,154,141,0,0,0,0,31383.095
1789098620.317,15,0,174,159,0,0,0,0,31388.096
1789098625.318,13,0,197,184,0,0,0,0,31393.097
1789098630.319,21,0,229,208,0,0,0,0,31398.098
1789098635.321,23,0,267,244,0,0,0,0,31403.100
1789098640.323,8,0,291,283,0,0,0,0,31408.102
1789098642.842,13,0,318,305,0,0,0,0,31413.103
1789098647.844,18,0,349,331,0,0,0,0,31418.105
1789098652.846,19,0,387,368,0,0,0,0,31423.107
1789098657.847,20,0,416,396,0,0,0,0,31428.109
1789098662.848,20,0,446,426,0,0,0,0,31433.110
1789098667.864,23,0,480,457,0,0,0,0,31438.125
1789098672.864,13,0,502,489,0,0,0,0,31443.126
1789098675.371,24,0,536,512,0,0,0,0,31448.131
1789098680.380,17,0,562,545,0,0,0,0,31453.139
1789098685.381,23,0,599,576,0,0,0,0,31458.141
1789098690.384,11,0,626,615,0,0,0,0,31463.143
1789098695.390,15,0,656,641,0,0,0,0,31468.149
1789098700.398,20,0,686,666,0,0,0,0,31473.157
1789098702.901,23,0,734,711,0,0,0,0,31478.158
1789098707.918,11,0,760,749,0,0,0,0,31483.176
1789098712.927,22,0,793,771,0,0,0,0,31488.184
1789098717.929,21,0,824,803,0,0,0,0,31493.187
1789098722.943,20,0,857,837,0,0,0,0,31498.201
1789098727.967,8,0,877,869,0,0,0,0,31503.225
1789098732.980,16,0,899,883,0,0,0,0,31508.238
1789098735.492,21,0,930,909,0,0,0,0,31513.251
1789098740.504,25,0,962,937,0,0,0,0,31518.263
1789098745.538,15,0,987,972,0,0,0,0,31523.298
1789098750.544,13,0,1011,998,0,0,0,0,31528.304
1789098755.555,20,0,1044,1024,0,0,0,0,31533.314
1789098760.562,15,0,1065,1050,0,0,0,0,31538.322
1789098763.086,15,0,1090,1075,0,0,0,0,31543.325
1789098768.100,12,0,1110,1098,0,0,0,0,31548.339
1789098773.155,13,0,1138,1125,0,0,0,0,31553.394
1789098778.168,15,0,1160,1145,0,0,0,0,31558.407
1789098783.183,17,0,1191,1174,0,0,0,0,31563.422
1789098788.202,13,0,1221,1208,0,0,0,0,31568.441
1789098793.222,18,0,1252,1234,0,0,0,0,31573.461
1789098795.772,24,0,1287,1263,0,0,0,0,31578.495
1789098800.791,8,0,1310,1302,0,0,0,0,31583.513
1789098805.795,12,0,1336,1324,0,0,0,0,31588.518
1789098810.797,23,0,1375,1352,0,0,0,0,31593.519
1789098815.808,14,0,1399,1385,0,0,0,0,31598.530
1789098820.810,14,0,1428,1414,0,0,0,0,31603.533
1789098823.341,18,0,1457,1439,0,0,0,0,31608.561
1789098828.357,23,0,1497,1474,0,0,0,0,31613.577
1789098833.371,15,0,1517,1502,0,0,0,0,31618.592
1789098838.382,17,0,1547,1530,0,0,0,0,31623.602
1789098843.385,25,0,1588,1563,0,0,0,0,31628.605
1789098848.386,10,0,1611,1601,0,0,0,0,31633.606
1789098853.387,17,0,1641,1624,0,0,0,0,31638.607
1789098855.889,13,0,1664,1651,0,0,0,0,31643.608
1789098860.890,24,0,1706,1682,0,0,0,0,31648.609
1789098865.891,10,0,1727,1717,0,0,0,0,31653.611
1789098870.892,18,0,1753,1735,0,0,0,0,31658.611
1789098875.893,19,0,1783,1764,0,0,0,0,31663.613
1789098880.895,22,0,1817,1795,0,0,0,0,31668.614
1789098883.396,31,0,1863,1832,0,0,0,0,31673.615
1789098888.397,40,9,1926,1886,0,0,0,0,31678.617
1789098893.398,40,9,1984,1944,0,0,0,21,31683.618
1789098898.399,40,7,2046,2006,0,0,0,43,31688.619
1789098903.483,40,14,2105,2065,0,0,0,57,31693.703
1789098908.526,40,15,2168,2128,0,0,0,85,31698.745
1789098913.743,40,19,2228,2188,0,0,0,105,31703.962
1789098916.286,40,18,2290,2250,0,0,0,150,31709.004
1789098921.341,40,11,2350,2310,0,0,0,181,31714.060
1789098926.373,40,8,2410,2370,0,0,0,197,31719.091
1789098931.580,40,6,2477,2437,0,0,0,209,31724.298
1789098936.580,40,11,2534,2494,0,0,0,228,31729.299
1789098941.582,40,11,2600,2560,0,0,0,250,31734.300
1789098944.081,40,9,2658,2618,0,0,0,274,31739.301
1789098949.082,40,10,2725,2685,0,0,0,298,31744.302
1789098954.084,40,16,2783,2743,0,0,0,326,31749.304
1789098959.085,40,16,2848,2808,0,0,0,355,31754.306
1789098964.086,40,14,2906,2866,0,0,0,387,31759.306
1789098969.088,40,17,2969,2929,0,0,0,406,31764.308
1789098974.089,40,18,3028,2988,0,0,0,442,31769.310
1789098976.590,40,21,3092,3052,0,0,0,476,31774.310
1789098981.591,40,11,3157,3117,0,0,0,504,31779.312
1789098986.598,40,14,3216,3176,0,0,0,535,31784.319
1789098991.600,40,22,3280,3240,0,0,0,557,31789.320
1789098996.601,40,11,3340,3300,0,0,0,590,31794.322
1789099001.602,40,9,3405,3365,0,0,0,606,31799.323
1789099004.122,40,7,3464,3424,0,0,0,621,31804.324
1789099009.124,40,17,3528,3488,0,0,0,638,31809.325
1789099014.127,40,9,3585,3545,0,0,0,675,31814.329
1789099019.129,40,12,3648,3608,0,0,0,687,31819.331
1789099024.141,40,18,3705,3665,0,0,0,702,31824.342
1789099029.153,40,7,3769,3729,0,0,0,732,31829.354
1789099034.154,40,18,3826,3786,0,0,0,750,31834.356
1789099036.657,40,20,3889,3849,0,0,0,769,31839.357
1789099041.659,40,10,3946,3906,0,0,0,809,31844.358
1789099046.659,40,13,4012,3972,0,0,0,826,31849.359
1789099051.661,40,15,4077,4037,0,0,0,862,31854.360
1789099056.662,40,13,4134,4094,0,0,0,900,31859.361
1789099061.669,40,6,4200,4160,0,0,0,925,31864.368
1789099064.190,40,16,4257,4217,0,0,0,948,31869.388
1789099069.195,40,9,4325,4285,0,0,0,973,31874.393
1789099074.198,40,16,4383,4343,0,0,0,1002,31879.396
1789099079.199,40,2,4446,4406,0,0,0,1030,31884.397
1789099084.200,40,11,4504,4464,0,0,0,1058,31889.398
1789099089.230,40,2,4566,4526,0,0,0,1086,31894.428
1789099094.236,40,15,4625,4585,0,0,0,1107,31899.434
1789099096.764,40,13,4688,4648,0,0,0,1133,31904.463
