t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789195074.319,0,0,100,100,0,0,0,0,41232.147
1789195079.321,0,0,100,100,0,0,0,0,41237.150
1789195084.322,6,0,110,104,0,0,0,0,41242.151
1789195089.324,7,0,142,135,0,0,0,0,41247.152
1789195094.325,6,0,155,149,0,0,0,0,41252.154
1789195099.326,5,0,178,173,0,0,0,0,41257.155
1789195101.848,14,0,208,194,0,0,0,0,41262.156
1789195106.849,7,0,230,223,0,0,0,0,41267.157
1789195111.851,2,0,253,251,0,0,0,0,41272.159
1789195116.852,4,0,281,277,0,0,0,0,41277.160
1789195121.853,7,0,306,299,0,0,0,0,41282.162
1789195126.854,2,0,325,323,0,0,0,0,41287.163
1789195131.856,5,0,343,338,0,0,0,0,41292.164
1789195134.376,6,0,369,363,0,0,0,0,41297.165
1789195139.377,5,0,386,381,0,0,0,0,41302.166
1789195144.378,7,0,406,399,0,0,0,0,41307.167
1789195149.380,7,0,427,420,0,0,0,0,41312.168
1789195154.381,9,0,449,440,0,0,0,0,41317.170
1789195159.382,7,0,471,464,0,0,0,0,41322.171
1789195161.903,6,0,493,487,0,0,0,0,41327.173
1789195166.904,6,0,512,506,0,0,0,0,41332.175
1789195171.906,7,0,537,530,0,0,0,0,41337.176
1789195176.907,11,0,561,550,0,0,0,0,41342.178
1789195181.909,6,0,588,582,0,0,0,0,41347.179
1789195186.910,7,0,608,601,0,0,0,0,41352.181
1789195191.912,4,0,630,626,0,0,0,0,41357.182
1789195194.434,3,0,649,646,0,0,0,0,41362.184
1789195199.435,7,0,667,660,0,0,0,0,41367.185
1789195204.436,7,0,689,682,0,0,0,0,41372.186
1789195209.437,4,0,715,711,0,0,0,0,41377.187
1789195214.439,5,0,742,737,0,0,0,0,41382.189
1789195219.440,8,0,763,755,0,0,0,0,41387.190
1789195221.961,9,0,789,780,0,0,0,0,41392.192
1789195226.962,7,0,806,799,0,0,0,0,41397.193
1789195231.963,6,0,831,825,0,0,0,0,41402.194
1789195236.964,7,0,852,845,0,0,0,0,41407.195
1789195241.966,7,0,876,869,0,0,0,0,41412.197
1789195246.968,7,0,899,892,0,0,0,0,41417.199
1789195251.969,5,0,920,915,0,0,0,0,41422.200
1789195254.489,9,0,948,939,0,0,0,0,41427.201
1789195259.490,8,0,978,970,0,0,0,0,41432.202
1789195264.492,3,0,995,992,0,0,0,0,41437.204
1789195269.493,5,0,1019,1014,0,0,0,0,41442.206
1789195274.495,6,0,1039,1033,0,0,0,0,41447.207
1789195279.497,9,0,1066,1057,0,0,0,0,41452.209
1789195282.020,10,0,1088,1078,0,0,0,0,41457.211
1789195287.021,8,0,1109,1101,0,0,0,0,41462.213
1789195292.022,8,0,1133,1125,0,0,0,0,41467.214
1789195297.024,6,0,1163,1157,0,0,0,0,41472.215
1789195302.026,7,0,1186,1179,0,0,0,0,41477.217
1789195307.028,4,0,1215,1211,0,0,0,0,41482.219
1789195312.029,4,0,1231,1227,0,0,0,0,41487.220
1789195314.548,9,0,1260,1251,0,0,0,0,41492.221
1789195319.549,2,0,1281,1279,0,0,0,0,41497.222
1789195324.552,7,0,1305,1298,0,0,0,0,41502.226
1789195329.554,7,0,1328,1321,0,0,0,0,41507.227
1789195334.555,9,0,1360,1351,0,0,0,0,41512.228
1789195339.556,2,0,1383,1381,0,0,0,0,41517.229
1789195342.076,5,0,1409,1404,0,0,0,0,41522.230
1789195347.076,7,0,1430,1423,0,0,0,0,41527.231
1789195352.078,8,0,1455,1447,0,0,0,0,41532.233
1789195357.079,8,0,1478,1470,0,0,0,0,41537.234
1789195362.082,5,0,1495,1490,0,0,0,0,41542.236
1789195367.083,9,0,1523,1514,0,0,0,0,41547.238
1789195369.602,0,0,1528,1528,0,0,0,0,41552.239
