t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789224646.721,0,0,100,100,0,0,0,0,5002.546
1789224651.724,0,0,100,100,0,0,0,0,5007.549
1789224656.725,0,0,100,100,0,0,0,0,5012.550
1789224661.726,28,0,128,100,0,0,0,0,5017.551
1789224666.727,53,0,216,163,0,0,0,0,5022.552
1789224671.728,63,0,331,268,0,0,0,0,5027.553
1789224676.729,75,0,456,381,0,0,0,0,5032.554
1789224679.250,69,0,565,496,0,0,0,0,5037.563
1789224684.252,75,0,686,611,0,0,0,0,5042.564
1789224689.253,90,0,819,729,0,0,0,0,5047.566
1789224694.256,55,0,918,863,0,0,0,0,5052.568
1789224699.257,65,0,1024,959,0,0,0,0,5057.570
1789224704.259,58,0,1122,1064,0,0,0,0,5062.572
1789224706.750,71,0,1225,1154,0,0,0,0,5067.575
1789224711.756,72,0,1335,1263,0,0,0,0,5072.580
1789224716.876,67,0,1452,1385,0,0,0,0,5077.700
1789224722.000,79,0,1578,1499,0,0,0,0,5082.825
1789224727.004,69,0,1688,1619,0,0,0,0,5087.828
1789224732.010,68,0,1795,1727,0,0,0,0,5092.834
1789224737.018,65,0,1910,1845,0,0,0,0,5097.842
1789224739.519,57,0,2006,1949,0,0,0,0,5102.844
1789224744.524,56,0,2110,2054,0,0,0,0,5107.849
1789224749.530,64,0,2215,2151,0,0,0,0,5112.856
1789224754.567,56,0,2319,2263,0,0,0,0,5117.892
1789224759.570,97,0,2453,2356,0,0,0,0,5122.895
1789224764.575,62,0,2551,2489,0,0,0,0,5127.900
1789224767.102,53,0,2655,2602,0,0,0,0,5132.907
1789224772.104,63,0,2754,2691,0,0,0,0,5137.910
1789224777.109,75,0,2861,2786,0,0,0,0,5142.915
1789224782.110,67,0,2971,2904,0,0,0,0,5147.916
1789224787.115,69,0,3076,3007,0,0,0,0,5152.921
1789224792.121,78,0,3203,3125,0,0,0,0,5157.927
1789224794.639,74,0,3319,3245,0,0,0,0,5162.929
1789224799.663,71,0,3425,3354,0,0,0,0,5167.953
1789224804.666,77,0,3550,3473,0,0,0,0,5172.956
1789224809.669,75,0,3669,3594,0,0,0,0,5177.959
1789224814.673,74,0,3784,3710,0,0,0,0,5182.964
1789224819.681,87,0,3900,3813,0,0,0,0,5187.972
1789224824.684,57,0,4000,3943,0,0,0,0,5192.974
1789224827.195,47,0,4093,4046,0,0,0,0,5197.979
1789224832.196,79,0,4217,4138,0,0,0,0,5202.980
1789224837.199,55,0,4314,4259,0,0,0,0,5207.983
1789224842.204,47,0,4411,4364,0,0,0,0,5212.988
1789224847.210,65,0,4525,4460,0,0,0,0,5217.994
1789224852.211,64,0,4629,4565,0,0,0,0,5222.994
1789224854.725,78,0,4744,4666,0,0,0,0,5227.995
1789224859.728,73,0,4852,4779,0,0,0,0,5232.998
1789224864.729,96,0,4976,4880,0,0,0,0,5237.999
1789224869.730,82,0,5100,5018,0,0,0,0,5243.000
1789224874.731,69,0,5202,5133,0,0,0,0,5248.001
1789224879.732,71,0,5314,5243,0,0,0,0,5253.002
1789224884.733,89,0,5437,5348,0,0,0,0,5258.003
1789224887.239,74,0,5542,5468,0,0,0,0,5263.004
1789224892.240,61,0,5649,5588,0,0,0,0,5268.005
1789224897.241,71,0,5760,5689,0,0,0,0,5273.006
1789224902.242,71,0,5872,5801,0,0,0,0,5278.007
1789224907.243,73,0,5991,5918,0,0,0,0,5283.008
1789224912.244,53,0,6084,6031,0,0,0,0,5288.009
1789224914.744,82,0,6199,6117,0,0,0,0,5293.010
1789224919.745,102,0,6328,6226,0,0,0,0,5298.011
1789224924.752,73,0,6437,6364,0,0,0,0,5303.018
1789224929.754,78,0,6552,6474,0,0,0,0,5308.020
1789224934.755,87,0,6670,6583,0,0,0,0,5313.022
1789224939.757,178,0,6864,6686,0,0,0,0,5318.023
1789224944.758,182,0,6989,6807,0,181,0,0,5323.024
1789224947.300,190,0,7131,6941,0,349,0,0,5328.029
1789224952.301,192,0,7300,7108,0,480,0,0,5333.031
1789224957.303,191,0,7472,7281,0,626,0,0,5338.033
1789224962.311,190,0,7635,7445,0,771,0,0,5343.041
1789224967.315,186,0,7774,7588,0,932,0,0,5348.044
1789224972.318,189,0,7911,7722,0,1128,0,0,5353.047
1789224974.822,192,0,8071,7879,0,1256,0,0,5358.049
1789224979.824,191,0,8245,8054,0,1417,0,0,5363.050
1789224984.825,192,0,8418,8226,0,1559,0,0,5368.051
1789224989.826,189,0,8564,8375,0,1767,0,0,5373.052
1789224994.829,192,0,8695,8503,0,1949,0,0,5378.055
1789224999.830,192,0,8846,8654,0,2087,0,0,5383.056
1789225004.831,192,0,9020,8828,0,2247,0,0,5388.057
1789225007.331,192,0,9199,9007,0,2405,0,0,5393.058
1789225012.332,190,0,9354,9164,0,2573,0,0,5398.059
1789225017.333,190,0,9494,9304,0,2778,0,0,5403.060
1789225022.338,192,0,9638,9446,0,2955,0,0,5408.065
1789225027.339,192,0,9798,9606,0,3141,0,0,5413.066
1789225032.343,190,0,9976,9786,0,3284,0,0,5418.070
1789225034.849,192,0,10130,9938,0,3445,0,0,5423.075
1789225039.850,192,0,10295,10103,0,3585,0,0,5428.077
1789225044.851,190,0,10442,10252,0,3767,0,0,5433.077
1789225049.857,192,0,10593,10401,0,3944,0,0,5438.083
1789225054.864,191,0,10758,10567,0,4082,0,0,5443.090
1789225059.866,188,0,10933,10745,0,4248,0,0,5448.092
1789225064.870,192,0,11090,10898,0,4401,0,0,5453.096
1789225067.384,192,0,11236,11044,0,4602,0,0,5458.097
1789225072.387,189,0,11385,11196,0,4769,0,0,5463.100
1789225077.389,190,0,11538,11348,0,4951,0,0,5468.102
1789225082.397,192,0,11709,11517,0,5148,0,0,5473.110
1789225087.399,192,0,11861,11669,0,5311,0,0,5478.112
1789225092.401,192,0,12012,11820,0,5480,0,0,5483.114
1789225094.910,189,0,12156,11967,0,5657,0,0,5488.116
1789225099.916,192,0,12314,12122,0,5854,0,0,5493.122
1789225104.927,192,0,12483,12291,0,5988,0,0,5498.133
1789225109.929,191,0,12643,12452,0,6198,0,0,5503.135
1789225114.930,192,0,12802,12610,0,6358,0,0,5508.136
1789225119.936,192,0,12952,12760,0,6535,0,0,5513.143
