t_unix,num_requests_running,num_requests_waiting,kv_cache_usage_perc,prefix_cache_queries_total,prefix_cache_hits_total,prompt_tokens_total,generation_tokens_total,request_success_total
1788989021.299,0.0,0.0,0.0,10497.0,0.0,10497.0,13200.0,100.0
1788989024.578,0.0,0.0,0.0,10497.0,0.0,10497.0,13200.0,100.0
1788989029.585,6.0,0.0,0.009920312245893625,12225.0,0.0,12117.0,14804.0,110.0
1788989034.591,8.0,0.0,0.015287038542852516,16977.0,0.0,16977.0,20660.0,152.0
1788989039.614,5.0,0.0,0.009107171897869581,21729.0,0.0,21729.0,26606.0,199.0
1788989044.629,6.0,0.0,0.011221336802732185,25293.0,0.0,25293.0,30908.0,231.0
1788989049.103,13.0,0.0,0.022930557814278774,29505.0,0.0,29505.0,35505.0,263.0
1788989052.388,10.0,0.0,0.017238575378110244,33609.0,0.0,33501.0,40664.0,304.0
1788989057.397,13.0,0.0,0.02520735078874614,38793.0,0.0,38793.0,47046.0,349.0
1788989062.430,14.0,0.0,0.026671003415189465,43005.0,0.0,42897.0,52063.0,387.0
1788989067.472,8.0,0.0,0.01544966661245728,46569.0,0.0,46569.0,56836.0,426.0
1788989072.506,9.0,0.0,0.014799154334038,50457.0,0.0,50457.0,61285.0,461.0
1788989075.192,13.0,0.0,0.024719466579931737,54885.0,0.0,54669.0,66675.0,498.0
1788989080.203,7.0,0.0,0.012684989429175508,58665.0,0.0,58665.0,71599.0,539.0
1788989085.233,7.0,0.0,0.013823385916409192,61581.0,0.0,61473.0,75286.0,566.0
1788989090.245,15.0,0.0,0.02813465604163279,65469.0,0.0,65469.0,79459.0,594.0
1788989095.259,4.0,0.0,0.006017238575378059,69141.0,0.0,69033.0,84487.0,639.0
1788989100.265,5.0,0.0,0.008131403480240662,72273.0,0.0,72165.0,88285.0,667.0
1788989102.968,11.0,0.0,0.020653764839811406,75621.0,0.0,75513.0,92110.0,692.0
1788989107.975,9.0,0.0,0.01577492275166692,80805.0,0.0,80697.0,98471.0,742.0
1788989112.979,11.0,0.0,0.02016588063099689,84909.0,0.0,84909.0,103439.0,778.0
1788989117.999,14.0,0.0,0.02618311920637506,89013.0,0.0,88905.0,108309.0,813.0
1788989123.004,9.0,0.0,0.016588063099690964,93117.0,0.0,93117.0,113579.0,856.0
1788989128.029,14.0,0.0,0.02244267360546426,97329.0,0.0,97329.0,118072.0,890.0
1788989130.528,13.0,0.0,0.02585786306716542,101865.0,0.0,101865.0,124180.0,933.0
1788989135.550,7.0,0.0,0.012684989429175508,106833.0,0.0,106833.0,130458.0,985.0
1788989140.557,13.0,0.0,0.025369978858350906,110505.0,0.0,110505.0,134698.0,1013.0
1788989145.561,8.0,0.0,0.016262806960481324,113745.0,0.0,113745.0,138998.0,1048.0
1788989150.568,8.0,0.0,0.015612294682062156,117741.0,0.0,117741.0,143848.0,1085.0
1788989155.575,7.0,0.0,0.011221336802732185,120333.0,0.0,120225.0,146836.0,1110.0
1788989158.136,12.0,0.0,0.021629533257440214,123789.0,0.0,123789.0,150837.0,1137.0
1788989163.141,7.0,0.0,0.013498129777199552,127029.0,0.0,127029.0,155224.0,1172.0
1788989168.165,11.0,0.0,0.018214343795739163,131997.0,0.0,131889.0,160798.0,1214.0
1788989173.170,7.0,0.0,0.011871849081151353,136101.0,0.0,136101.0,166159.0,1256.0
1788989178.186,14.0,0.0,0.025695234997560545,140745.0,0.0,140745.0,171450.0,1292.0
