t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789157359.676,0,0,30,30,0,0,0,0,390.846
1789157364.678,0,0,30,30,0,0,0,0,395.847
1789157369.681,0,0,30,30,0,0,0,0,400.850
1789157372.202,0,0,30,30,0,0,0,0,405.851
1789157377.205,0,0,30,30,0,0,0,0,410.855
1789157382.206,1,0,33,32,0,0,0,0,415.856
1789157387.207,1,0,37,36,0,0,0,0,420.857
1789157392.208,1,0,43,42,0,0,0,0,425.857
1789157397.209,1,0,47,46,0,0,0,0,430.859
1789157402.210,1,0,52,51,0,0,0,0,435.860
1789157407.211,1,0,57,56,0,0,0,0,440.861
1789157412.212,1,0,62,61,0,0,0,0,445.862
1789157413.551,1,0,67,66,0,0,0,0,450.863
1789157418.552,1,0,72,71,0,0,0,0,455.864
1789157423.553,1,0,77,76,0,0,0,0,460.865
1789157428.554,1,0,83,82,0,0,0,0,465.866
1789157433.556,1,0,88,87,0,0,0,0,470.868
1789157438.557,0,0,90,90,0,0,0,0,475.869
