t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789196368.263,0,0,8034,8034,0,0,0,0,42632.796
1789196373.272,0,0,8034,8034,0,0,0,0,42637.805
1789196378.273,16,0,8085,8069,0,0,0,0,42642.807
1789196383.274,21,0,8143,8122,0,0,0,0,42647.808
1789196385.797,17,0,8202,8185,0,0,0,0,42652.809
1789196390.797,14,0,8253,8239,0,0,0,0,42657.810
1789196395.799,19,0,8321,8302,0,0,0,0,42662.811
1789196400.800,23,0,8386,8363,0,0,0,0,42667.812
1789196405.801,10,0,8432,8422,0,0,0,0,42672.814
1789196410.802,17,0,8482,8465,0,0,0,0,42677.815
1789196413.322,10,0,8523,8513,0,0,0,0,42682.816
1789196418.323,14,0,8579,8565,0,0,0,0,42687.817
1789196423.324,18,0,8637,8619,0,0,0,0,42692.818
1789196428.325,15,0,8694,8679,0,0,0,0,42697.819
1789196433.327,15,0,8756,8741,0,0,0,0,42702.821
1789196438.328,11,0,8814,8803,0,0,0,0,42707.822
1789196443.329,12,0,8870,8858,0,0,0,0,42712.824
1789196445.852,25,0,8928,8903,0,0,0,0,42717.826
1789196450.853,14,0,8981,8967,0,0,0,0,42722.827
1789196455.854,16,0,9038,9022,0,0,0,0,42727.828
1789196460.855,14,0,9094,9080,0,0,0,0,42732.829
1789196465.857,22,0,9155,9133,0,0,0,0,42737.831
1789196470.859,18,0,9209,9191,0,0,0,0,42742.832
1789196473.381,11,0,9256,9245,0,0,0,0,42747.833
1789196478.381,19,0,9308,9289,0,0,0,0,42752.834
1789196483.382,21,0,9377,9356,0,0,0,0,42757.835
1789196488.384,13,0,9420,9407,0,0,0,0,42762.836
1789196493.384,11,0,9475,9464,0,0,0,0,42767.837
1789196498.386,9,0,9516,9507,0,0,0,0,42772.839
1789196500.903,24,0,9576,9552,0,0,0,0,42777.840
1789196505.904,19,0,9642,9623,0,0,0,0,42782.841
1789196510.905,18,0,9693,9675,0,0,0,0,42787.842
1789196515.906,15,0,9755,9740,0,0,0,0,42792.843
1789196520.907,13,0,9813,9800,0,0,0,0,42797.844
1789196525.908,11,0,9863,9852,0,0,0,0,42802.845
1789196530.909,14,0,9909,9895,0,0,0,0,42807.846
1789196533.431,18,0,9969,9951,0,0,0,0,42812.847
1789196538.432,19,0,10025,10006,0,0,0,0,42817.849
1789196543.433,35,0,10100,10065,0,0,0,0,42822.849
1789196548.468,16,0,10171,10155,0,0,0,0,42827.884
1789196553.469,20,0,10240,10220,0,0,0,0,42832.885
1789196558.470,12,0,10288,10276,0,0,0,0,42837.886
1789196560.991,15,0,10342,10327,0,0,0,0,42842.888
1789196565.992,27,0,10413,10386,0,0,0,0,42847.889
1789196570.994,24,0,10486,10462,0,0,0,0,42852.891
1789196575.995,26,0,10559,10533,0,0,0,0,42857.892
1789196580.996,15,0,10617,10602,0,0,0,0,42862.893
1789196585.997,22,0,10684,10662,0,0,0,0,42867.894
1789196590.998,11,0,10745,10734,0,0,0,0,42872.895
1789196593.518,13,0,10796,10783,0,0,0,0,42877.896
1789196598.520,17,0,10850,10833,0,0,0,0,42882.897
1789196603.521,20,0,10912,10892,0,0,0,0,42887.898
1789196608.522,14,0,10970,10956,0,0,0,0,42892.900
1789196613.523,23,0,11035,11012,0,0,0,0,42897.901
1789196618.525,24,0,11093,11069,0,0,0,0,42902.902
1789196621.044,13,0,11151,11138,0,0,0,0,42907.904
1789196626.046,19,0,11215,11196,0,0,0,0,42912.905
1789196631.047,27,0,11280,11253,0,0,0,0,42917.907
1789196636.048,15,0,11332,11317,0,0,0,0,42922.908
1789196641.050,19,0,11392,11373,0,0,0,0,42927.910
1789196646.051,22,0,11448,11426,0,0,0,0,42932.911
1789196651.056,14,0,11505,11491,0,0,0,0,42937.916
1789196653.580,13,0,11572,11559,0,0,0,0,42942.918
1789196658.581,0,0,11604,11604,0,0,0,0,42947.919
1789196663.584,0,0,11604,11604,0,0,0,0,42952.923
1789196668.585,0,0,11604,11604,0,0,0,0,42957.924
1789196673.586,0,0,11604,11604,0,0,0,0,42962.925
