t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789183675.309,0,0,390,390,0,0,0,0,28889.653
1789183680.311,0,0,390,390,0,0,0,0,28894.656
1789183685.314,8,0,427,419,0,0,0,0,28899.658
1789183690.315,8,0,466,458,0,0,0,0,28904.659
1789183692.837,8,0,503,495,0,0,0,0,28909.661
1789183697.838,8,0,540,532,0,0,0,0,28914.662
1789183702.839,8,0,577,569,0,0,0,0,28919.663
1789183707.840,8,0,617,609,0,0,0,0,28924.664
1789183712.841,8,0,654,646,0,0,0,0,28929.665
1789183717.842,8,0,690,682,0,0,0,0,28934.666
1789183722.843,8,0,729,721,0,0,0,0,28939.667
1789183725.365,8,0,766,758,0,0,0,0,28944.668
1789183730.366,8,0,805,797,0,0,0,0,28949.669
1789183735.368,8,0,845,837,0,0,0,0,28954.671
1789183740.368,8,0,883,875,0,0,0,0,28959.672
1789183745.369,8,0,919,911,0,0,0,0,28964.673
1789183750.370,8,0,957,949,0,0,0,0,28969.674
1789183752.891,8,0,991,983,0,0,0,0,28974.674
1789183757.892,8,0,1030,1022,0,0,0,0,28979.676
1789183762.893,8,0,1066,1058,0,0,0,0,28984.677
1789183767.895,8,0,1106,1098,0,0,0,0,28989.679
1789183772.896,8,0,1142,1134,0,0,0,0,28994.680
1789183777.897,8,0,1181,1173,0,0,0,0,28999.681
1789183780.417,8,0,1216,1208,0,0,0,0,29004.682
1789183785.419,8,0,1255,1247,0,0,0,0,29009.684
1789183790.420,8,0,1291,1283,0,0,0,0,29014.685
1789183795.421,8,0,1327,1319,0,0,0,0,29019.686
1789183800.422,8,0,1363,1355,0,0,0,0,29024.687
1789183805.423,8,0,1401,1393,0,0,0,0,29029.689
1789183810.425,8,0,1439,1431,0,0,0,0,29034.690
1789183812.945,8,0,1475,1467,0,0,0,0,29039.691
1789183817.946,8,0,1513,1505,0,0,0,0,29044.692
1789183822.947,8,0,1551,1543,0,0,0,0,29049.694
1789183827.948,8,0,1590,1582,0,0,0,0,29054.695
1789183832.950,8,0,1626,1618,0,0,0,0,29059.697
1789183837.951,8,0,1665,1657,0,0,0,0,29064.698
1789183840.472,8,0,1697,1689,0,0,0,0,29069.698
1789183845.474,8,0,1740,1732,0,0,0,0,29074.700
1789183850.475,8,0,1775,1767,0,0,0,0,29079.701
1789183855.476,8,0,1809,1801,0,0,0,0,29084.702
1789183860.477,8,0,1850,1842,0,0,0,0,29089.703
1789183865.478,8,0,1888,1880,0,0,0,0,29094.704
1789183870.479,8,0,1923,1915,0,0,0,0,29099.705
1789183872.999,8,0,1962,1954,0,0,0,0,29104.707
1789183878.000,8,0,2001,1993,0,0,0,0,29109.708
1789183883.001,8,0,2040,2032,0,0,0,0,29114.709
1789183888.002,8,0,2076,2068,0,0,0,0,29119.710
1789183893.004,8,0,2114,2106,0,0,0,0,29124.712
1789183898.005,8,0,2151,2143,0,0,0,0,29129.713
1789183900.557,8,0,2186,2178,0,0,0,0,29134.746
1789183905.586,8,0,2224,2216,0,0,0,0,29139.775
1789183910.587,8,0,2261,2253,0,0,0,0,29144.776
1789183915.618,8,0,2298,2290,0,0,0,0,29149.808
1789183920.621,8,0,2338,2330,0,0,0,0,29154.811
1789183925.623,8,0,2375,2367,0,0,0,0,29159.812
1789183930.624,8,0,2414,2406,0,0,0,0,29164.813
1789183933.147,8,0,2450,2442,0,0,0,0,29169.814
1789183938.148,8,0,2488,2480,0,0,0,0,29174.816
1789183943.149,8,0,2524,2516,0,0,0,0,29179.817
1789183948.151,8,0,2561,2553,0,0,0,0,29184.818
1789183953.151,8,0,2598,2590,0,0,0,0,29189.819
1789183958.153,8,0,2638,2630,0,0,0,0,29194.820
1789183960.672,8,0,2677,2669,0,0,0,0,29199.822
1789183965.674,8,0,2714,2706,0,0,0,0,29204.823
1789183970.675,0,0,2730,2730,0,0,0,0,29209.825
1789183975.678,0,0,2730,2730,0,0,0,0,29214.827
