t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789085099.756,0,0,20,20,0,0,0,0,16740.190
1789085104.758,0,0,20,20,0,0,0,0,16745.193
1789085109.760,49,0,69,20,0,0,0,0,16750.194
1789085114.761,66,0,168,102,0,0,0,0,16755.195
1789085117.264,73,0,283,210,0,0,0,0,16760.196
1789085122.265,83,0,404,321,0,0,0,0,16765.197
1789085127.266,81,0,519,438,0,0,0,0,16770.198
1789085132.268,97,0,649,552,0,0,0,0,16775.199
1789085137.269,83,0,765,682,0,0,0,0,16780.200
1789085142.270,62,0,864,802,0,0,0,0,16785.201
1789085144.768,61,0,968,907,0,0,0,0,16790.203
1789085149.769,50,0,1059,1009,0,0,0,0,16795.205
1789085154.770,68,0,1169,1101,0,0,0,0,16800.205
1789085159.771,68,0,1287,1219,0,0,0,0,16805.207
1789085164.772,81,0,1404,1323,0,0,0,0,16810.208
1789085169.773,87,0,1520,1433,0,0,0,0,16815.209
1789085174.774,77,0,1630,1553,0,0,0,0,16820.210
1789085177.272,75,0,1740,1665,0,0,0,0,16825.211
1789085182.273,59,0,1845,1786,0,0,0,0,16830.212
1789085187.274,60,0,1945,1885,0,0,0,0,16835.213
1789085192.277,59,0,2048,1989,0,0,0,0,16840.216
1789085197.279,69,0,2152,2083,0,0,0,0,16845.218
1789085202.282,60,0,2259,2199,0,0,0,0,16850.221
1789085204.790,89,0,2386,2297,0,0,0,0,16855.222
1789085209.792,57,0,2492,2435,0,0,0,0,16860.223
1789085214.798,55,0,2586,2531,0,0,0,0,16865.229
1789085219.806,68,0,2690,2622,0,0,0,0,16870.238
1789085224.811,69,0,2797,2728,0,0,0,0,16875.242
1789085229.812,61,0,2905,2844,0,0,0,0,16880.243
1789085234.813,72,0,3020,2948,0,0,0,0,16885.244
1789085237.331,83,0,3141,3058,0,0,0,0,16890.246
1789085242.333,67,0,3252,3185,0,0,0,0,16895.248
1789085247.334,72,0,3363,3291,0,0,0,0,16900.249
1789085252.335,86,0,3494,3408,0,0,0,0,16905.250
