t_unix,num_requests_running,num_requests_waiting,kv_cache_usage_perc,prefix_cache_queries_total,prefix_cache_hits_total,prompt_tokens_total,generation_tokens_total,request_success_total,t_mono
1789085098.180,0.0,0.0,0.0,3971229.0,0.0,3971229.0,4854168.0,36774.0,16738.615
1789085103.201,0.0,0.0,0.0,3971229.0,0.0,3971229.0,4854168.0,36774.0,16743.636
1789085108.210,17.0,0.0,0.02838519764507985,3973065.0,0.0,3973065.0,4854417.0,36774.0,16748.644
1789085113.223,48.0,0.0,0.11312026913372586,3982569.0,0.0,3982569.0,4864692.0,36831.0,16753.657
1789085115.730,65.0,0.0,0.1570647603027755,3995205.0,0.0,3995205.0,4879349.0,36931.0,16758.662
1789085120.735,76.0,0.0,0.18040370058873,4008489.0,0.0,4008381.0,4894624.0,37043.0,16763.666
1789085125.739,66.0,0.0,0.15601345668629096,4020369.0,0.0,4020369.0,4909778.0,37163.0,16768.670
1789085130.743,65.0,0.0,0.15895710681244746,4032789.0,0.0,4032681.0,4925424.0,37279.0,16773.674
1789085135.749,74.0,0.0,0.17514718250630779,4047153.0,0.0,4047153.0,4942017.0,37403.0,16778.680
1789085140.754,50.0,0.0,0.11438183347350717,4058601.0,0.0,4058493.0,4957341.0,37533.0,16783.685
1789085145.759,59.0,0.0,0.14213624894869636,4070049.0,0.0,4069941.0,4971130.0,37630.0,16788.691
1789085148.260,49.0,0.0,0.1179562657695542,4080309.0,0.0,4080309.0,4984328.0,37735.0,16793.695
1789085153.265,67.0,0.0,0.15517241379310343,4091757.0,0.0,4091757.0,4996699.0,37823.0,16798.700
1789085158.270,76.0,0.0,0.18650126156433977,4103961.0,0.0,4103853.0,5011739.0,37927.0,16803.705
1789085163.275,64.0,0.0,0.1513877207737595,4115841.0,0.0,4115841.0,5026574.0,38049.0,16808.711
1789085168.280,65.0,0.0,0.14676198486122793,4128585.0,0.0,4128585.0,5041559.0,38166.0,16813.715
1789085173.284,61.0,0.0,0.14550042052144663,4140357.0,0.0,4140357.0,5056916.0,38279.0,16818.719
1789085175.785,62.0,0.0,0.1429772918418839,4152777.0,0.0,4152669.0,5071602.0,38393.0,16823.724
1789085180.790,71.0,0.0,0.17304457527333894,4165413.0,0.0,4165305.0,5087143.0,38501.0,16828.728
1789085185.795,61.0,0.0,0.1429772918418839,4175997.0,0.0,4175997.0,5100253.0,38609.0,16833.733
1789085190.799,57.0,0.0,0.13793103448275867,4186905.0,0.0,4186905.0,5114163.0,38714.0,16838.737
1789085195.803,64.0,0.0,0.14634146341463417,4198353.0,0.0,4198353.0,5127068.0,38813.0,16843.742
1789085200.809,57.0,0.0,0.14192598822539948,4209045.0,0.0,4208937.0,5141593.0,38919.0,16848.747
1789085205.813,93.0,0.0,0.22182506307821703,4223085.0,0.0,4223085.0,5155829.0,39013.0,16853.751
1789085208.325,70.0,0.0,0.17052144659377633,4235073.0,0.0,4235073.0,5172302.0,39147.0,16858.756
1789085213.329,56.0,0.0,0.1291000841042893,4245981.0,0.0,4245873.0,5185893.0,39262.0,16863.760
