t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789162567.967,0,0,34583,34583,0,0,0,0,6028.711
1789162570.492,0,0,34583,34583,0,0,0,0,6033.716
1789162575.493,52,0,34676,34624,0,0,0,0,6038.718
1789162580.494,68,0,34778,34710,0,0,0,0,6043.719
1789162585.496,64,0,34886,34822,0,0,0,0,6048.721
1789162590.498,59,0,34984,34925,0,0,0,0,6053.722
1789162595.499,58,0,35066,35008,0,0,0,0,6058.724
1789162600.500,65,0,35171,35106,0,0,0,0,6063.725
1789162603.020,58,0,35271,35213,0,0,0,0,6068.726
1789162608.022,37,0,35366,35329,0,0,0,0,6073.728
1789162613.027,53,0,35468,35415,0,0,0,0,6078.734
1789162618.032,58,0,35570,35512,0,0,0,0,6083.738
1789162623.038,60,0,35679,35619,0,0,0,0,6088.745
1789162628.044,61,0,35783,35722,0,0,0,0,6093.750
1789162633.047,39,0,35874,35835,0,0,0,0,6098.754
1789162638.052,66,0,35989,35923,0,0,0,0,6103.759
1789162643.059,40,0,36077,36037,0,0,0,0,6108.765
1789162644.418,68,0,36178,36110,0,0,0,0,6113.777
1789162649.420,61,0,36277,36216,0,0,0,0,6118.779
1789162654.422,45,0,36374,36329,0,0,0,0,6123.781
1789162659.431,70,0,36489,36419,0,0,0,0,6128.790
1789162664.437,50,0,36573,36523,0,0,0,0,6133.796
1789162669.441,62,0,36670,36608,0,0,0,0,6138.800
1789162674.445,39,0,36747,36708,0,0,0,0,6143.804
1789162677.004,77,0,36861,36784,0,0,0,0,6148.843
1789162682.005,61,0,36965,36904,0,0,0,0,6153.845
1789162687.012,72,0,37069,36997,0,0,0,0,6158.851
1789162692.013,64,0,37166,37102,0,0,0,0,6163.852
1789162697.018,61,0,37264,37203,0,0,0,0,6168.857
1789162702.019,42,0,37349,37307,0,0,0,0,6173.858
1789162704.539,51,0,37440,37389,0,0,0,0,6178.860
1789162709.544,71,0,37556,37485,0,0,0,0,6183.865
1789162714.605,50,0,37647,37597,0,0,0,0,6188.926
1789162719.675,50,0,37731,37681,0,0,0,0,6193.996
1789162724.747,43,0,37814,37771,0,0,0,0,6199.068
1789162729.752,50,0,37905,37855,0,0,0,0,6204.073
1789162734.753,60,0,38011,37951,0,0,0,0,6209.074
1789162737.274,71,0,38118,38047,0,0,0,0,6214.075
1789162742.279,63,0,38217,38154,0,0,0,0,6219.079
1789162747.280,54,0,38314,38260,0,0,0,0,6224.080
1789162752.283,57,0,38416,38359,0,0,0,0,6229.084
1789162757.288,67,0,38527,38460,0,0,0,0,6234.089
1789162762.291,65,0,38637,38572,0,0,0,0,6239.092
1789162764.810,51,0,38732,38681,0,0,0,0,6244.093
1789162769.815,71,0,38846,38775,0,0,0,0,6249.098
1789162774.822,52,0,38939,38887,0,0,0,0,6254.104
1789162779.825,55,0,39031,38976,0,0,0,0,6259.108
1789162784.829,68,0,39136,39068,0,0,0,0,6264.111
1789162789.833,61,0,39235,39174,0,0,0,0,6269.115
1789162794.836,76,0,39348,39272,0,0,0,0,6274.119
1789162799.842,69,0,39456,39387,0,0,0,0,6279.124
1789162804.847,74,0,39564,39490,0,0,0,0,6284.129
1789162809.853,68,0,39665,39597,0,0,0,0,6289.136
1789162811.225,76,0,39776,39700,0,0,0,0,6294.161
1789162816.244,56,0,39870,39814,0,0,0,0,6299.179
1789162821.245,64,0,39974,39910,0,0,0,0,6304.181
1789162826.250,70,0,40080,40010,0,0,0,0,6309.186
1789162831.254,74,0,40189,40115,0,0,0,0,6314.190
1789162836.258,55,0,40289,40234,0,0,0,0,6319.194
1789162838.781,53,0,40385,40332,0,0,0,0,6324.196
1789162843.786,71,0,40490,40419,0,0,0,0,6329.201
1789162848.790,57,0,40582,40525,0,0,0,0,6334.204
1789162853.795,0,0,40610,40610,0,0,0,0,6339.210
1789162858.804,0,0,40610,40610,0,0,0,0,6344.219
1789162863.809,0,0,40610,40610,0,0,0,0,6349.224
1789162866.348,0,0,40610,40610,0,0,0,0,6354.245
1789162871.351,0,0,40610,40610,0,0,0,0,6359.248
1789162876.505,0,0,40610,40610,0,0,0,0,6364.402
1789162881.507,0,0,40610,40610,0,0,0,0,6369.404
