t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789088906.787,0,0,100,100,0,0,0,0,20865.340
1789088911.789,0,0,100,100,0,0,0,0,20870.341
1789088916.790,23,0,134,111,0,0,0,0,20875.342
1789088921.791,14,0,159,145,0,0,0,0,20880.344
1789088926.792,14,0,186,172,0,0,0,0,20885.345
1789088931.794,22,0,217,195,0,0,0,0,20890.346
1789088934.312,28,0,258,230,0,0,0,0,20895.347
1789088939.314,12,0,283,271,0,0,0,0,20900.349
1789088944.316,17,0,309,292,0,0,0,0,20905.351
1789088949.317,15,0,333,318,0,0,0,0,20910.353
1789088954.319,17,0,362,345,0,0,0,0,20915.354
1789088959.326,16,0,390,374,0,0,0,0,20920.361
1789088961.831,17,0,414,397,0,0,0,0,20925.363
1789088966.833,13,0,444,431,0,0,0,0,20930.365
1789088971.833,14,0,468,454,0,0,0,0,20935.366
1789088976.842,21,0,508,487,0,0,0,0,20940.375
1789088981.845,15,0,534,519,0,0,0,0,20945.377
1789088986.846,12,0,554,542,0,0,0,0,20950.379
1789088991.848,15,0,585,570,0,0,0,0,20955.380
1789088994.348,22,0,618,596,0,0,0,0,20960.383
1789088999.349,14,0,640,626,0,0,0,0,20965.384
1789089004.351,15,0,666,651,0,0,0,0,20970.385
1789089009.353,20,0,699,679,0,0,0,0,20975.387
1789089014.355,16,0,725,709,0,0,0,0,20980.390
1789089019.358,19,0,760,741,0,0,0,0,20985.392
1789089021.856,17,0,785,768,0,0,0,0,20990.393
1789089026.858,18,0,816,798,0,0,0,0,20995.395
1789089031.860,20,0,844,824,0,0,0,0,21000.397
1789089036.863,10,0,868,858,0,0,0,0,21005.400
1789089041.864,10,0,896,886,0,0,0,0,21010.401
1789089046.866,9,0,913,904,0,0,0,0,21015.403
1789089051.873,13,0,946,933,0,0,0,0,21020.410
1789089054.372,14,0,967,953,0,0,0,0,21025.414
1789089059.375,13,0,993,980,0,0,0,0,21030.417
1789089064.377,18,0,1018,1000,0,0,0,0,21035.419
1789089069.378,14,0,1040,1026,0,0,0,0,21040.420
1789089074.380,13,0,1062,1049,0,0,0,0,21045.422
1789089079.382,12,0,1089,1077,0,0,0,0,21050.424
1789089081.883,21,0,1117,1096,0,0,0,0,21055.425
1789089086.884,23,0,1152,1129,0,0,0,0,21060.426
1789089091.887,15,0,1188,1173,0,0,0,0,21065.429
1789089096.889,18,0,1223,1205,0,0,0,0,21070.431
1789089101.890,10,0,1248,1238,0,0,0,0,21075.432
1789089106.907,15,0,1279,1264,0,0,0,0,21080.449
1789089111.915,13,0,1302,1289,0,0,0,0,21085.457
1789089114.429,18,0,1332,1314,0,0,0,0,21090.459
1789089119.430,8,0,1351,1343,0,0,0,0,21095.460
1789089124.432,16,0,1379,1363,0,0,0,0,21100.462
1789089129.435,22,0,1415,1393,0,0,0,0,21105.464
1789089134.449,18,0,1450,1432,0,0,0,0,21110.479
1789089139.451,18,0,1480,1462,0,0,0,0,21115.481
1789089141.987,16,0,1506,1490,0,0,0,0,21120.516
1789089146.995,10,0,1526,1516,0,0,0,0,21125.524
1789089152.016,13,0,1548,1535,0,0,0,0,21130.546
1789089157.029,18,0,1576,1558,0,0,0,0,21135.559
1789089162.031,18,0,1602,1584,0,0,0,0,21140.561
1789089167.033,17,0,1632,1615,0,0,0,0,21145.562
1789089172.035,25,0,1665,1640,0,0,0,0,21150.564
1789089174.541,16,0,1691,1675,0,0,0,0,21155.568
1789089179.575,16,0,1720,1704,0,0,0,0,21160.602
1789089184.597,17,0,1748,1731,0,0,0,0,21165.624
1789089189.677,18,0,1780,1762,0,0,0,0,21170.704
1789089194.678,72,0,1886,1814,0,0,0,0,21175.705
1789089199.685,110,0,1973,1863,0,0,0,0,21180.713
1789089202.206,122,0,2057,1935,0,0,0,0,21185.721
1789089207.209,151,0,2147,1996,0,0,0,0,21190.724
1789089212.210,176,0,2231,2055,0,0,0,0,21195.725
1789089217.211,204,0,2328,2124,0,0,0,0,21200.726
1789089222.212,230,0,2405,2175,0,0,0,0,21205.727
1789089227.213,232,0,2484,2252,0,0,0,0,21210.728
1789089232.214,267,0,2567,2300,0,0,0,0,21215.729
1789089234.719,294,0,2668,2374,0,0,0,0,21220.729
1789089239.720,324,0,2747,2423,0,0,0,0,21225.730
1789089244.721,336,0,2831,2495,0,0,0,0,21230.732
1789089249.723,363,0,2911,2548,0,0,0,0,21235.733
1789089254.724,370,0,2985,2615,0,0,0,0,21240.735
1789089259.727,382,0,3064,2682,0,0,0,0,21245.737
1789089262.230,414,0,3149,2735,0,0,0,0,21250.739
1789089267.230,431,0,3242,2811,0,0,0,0,21255.740
1789089272.233,485,0,3344,2859,0,0,0,0,21260.743
1789089277.239,502,0,3435,2933,0,0,0,0,21265.749
1789089282.252,533,0,3516,2983,0,0,0,0,21270.762
1789089287.254,534,0,3589,3055,0,0,0,0,21275.764
1789089292.256,566,0,3674,3108,0,0,0,0,21280.766
1789089294.756,589,0,3764,3175,0,0,0,0,21285.768
1789089299.759,597,0,3839,3242,0,0,0,0,21290.771
1789089304.761,621,0,3916,3295,0,0,0,0,21295.773
1789089309.763,652,0,4022,3370,0,0,0,0,21300.775
1789089314.764,681,0,4098,3417,0,0,0,0,21305.776
1789089319.766,670,0,4163,3493,0,0,0,0,21310.778
1789089322.270,702,0,4244,3542,0,0,0,0,21315.780
1789089327.272,718,0,4332,3614,0,0,0,0,21320.781
1789089332.273,771,0,4434,3663,0,0,0,0,21325.783
1789089337.274,795,0,4530,3735,0,0,0,0,21330.784
