t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789192147.645,0,0,100,100,0,0,0,0,38061.649
1789192152.674,0,0,100,100,0,0,0,0,38066.677
1789192157.675,163,0,265,102,0,0,0,0,38071.679
1789192162.678,301,0,482,181,0,0,0,0,38076.681
1789192167.679,415,0,714,299,0,0,0,0,38081.683
1789192170.186,474,0,921,447,0,0,0,0,38086.686
1789192175.194,589,0,1165,576,0,0,0,0,38091.695
1789192180.196,632,0,1359,727,0,0,0,0,38096.697
1789192185.199,726,0,1589,863,0,0,0,0,38101.700
1789192190.201,819,0,1818,999,0,0,0,0,38106.701
1789192195.202,872,0,2012,1140,0,0,0,0,38111.702
1789192200.210,939,0,2217,1278,0,0,0,0,38116.711
1789192202.728,1002,0,2419,1417,0,0,0,0,38121.712
1789192207.729,1059,0,2616,1557,0,0,0,0,38126.713
1789192212.731,1109,0,2814,1705,0,0,0,0,38131.714
1789192217.731,1179,0,3019,1840,0,0,0,0,38136.715
1789192222.732,1271,0,3260,1989,0,0,0,0,38141.716
1789192227.733,1343,0,3463,2120,0,0,0,0,38146.717
1789192230.231,1395,0,3672,2277,0,0,0,0,38151.719
1789192235.232,1456,0,3866,2410,0,0,0,0,38156.719
1789192240.234,1491,0,4051,2560,0,0,0,0,38161.721
1789192245.237,1568,0,4258,2690,0,0,0,0,38166.725
1789192250.239,1649,0,4491,2842,0,0,0,0,38171.726
1789192255.240,1733,0,4720,2987,0,0,0,0,38176.727
1789192260.241,1825,0,4951,3126,0,0,0,0,38181.728
1789192262.739,1901,0,5175,3274,0,0,0,0,38186.729
1789192267.740,1972,0,5380,3408,0,0,0,0,38191.730
1789192272.742,2027,0,5582,3555,0,0,0,0,38196.732
1789192277.745,2117,0,5815,3698,0,0,0,0,38201.735
1789192282.746,2169,0,6014,3845,0,0,0,0,38206.736
1789192287.748,2233,0,6211,3978,0,0,0,0,38211.738
1789192290.246,2322,0,6447,4125,0,0,0,0,38216.739
1789192295.247,2396,0,6660,4264,0,0,0,0,38221.740
1789192300.248,2454,0,6868,4414,0,0,0,0,38226.740
1789192305.249,2543,0,7094,4551,0,0,0,0,38231.742
1789192310.250,2596,0,7290,4694,0,0,0,0,38236.743
1789192315.251,2687,0,7529,4842,0,0,0,0,38241.744
1789192320.252,2771,0,7747,4976,0,0,0,0,38246.745
1789192322.752,2826,0,7956,5130,0,0,0,0,38251.747
1789192327.754,2875,0,8146,5271,0,0,0,0,38256.749
1789192332.756,2925,0,8348,5423,0,0,0,0,38261.751
1789192337.762,3017,0,8574,5557,0,0,0,0,38266.757
1789192342.763,3082,0,8788,5706,0,0,0,0,38271.758
1789192347.764,3157,0,9011,5854,0,0,0,0,38276.759
1789192350.262,3228,0,9222,5994,0,0,0,0,38281.760
1789192355.263,3285,0,9424,6139,0,0,0,0,38286.762
1789192360.265,3360,0,9636,6276,0,0,0,0,38291.763
1789192365.265,3442,0,9857,6415,0,0,0,0,38296.764
1789192370.267,3507,0,10076,6569,0,0,0,0,38301.765
1789192375.268,3580,0,10283,6703,0,0,0,0,38306.766
1789192380.269,3659,0,10518,6859,0,0,0,0,38311.767
1789192382.766,3754,0,10741,6987,0,0,0,0,38316.768
1789192387.775,3796,0,10940,7144,0,0,0,0,38321.777
1789192392.777,3880,0,11156,7276,0,0,0,0,38326.779
1789192397.807,3959,0,11373,7414,0,0,0,0,38331.810
1789192402.810,4026,0,11593,7567,0,0,0,0,38336.812
1789192407.815,4122,0,11830,7708,0,0,0,0,38341.817
1789192410.320,4178,0,12027,7849,0,0,0,0,38346.818
1789192415.321,4239,0,12241,8002,0,0,0,0,38351.819
1789192420.329,4317,0,12455,8138,0,0,0,0,38356.828
1789192425.330,4381,0,12662,8281,0,0,0,0,38361.829
1789192430.331,4453,0,12875,8422,0,0,0,0,38366.830
1789192435.333,4395,0,12958,8563,0,0,0,0,38371.831
1789192440.334,4255,0,12958,8703,0,0,0,0,38376.832
1789192442.855,4108,0,12958,8850,0,0,0,0,38381.834
1789192447.856,3972,0,12958,8986,0,0,0,0,38386.835
1789192452.862,3818,0,12958,9140,0,0,0,0,38391.841
1789192457.863,3672,0,12958,9286,0,0,0,0,38396.842
1789192462.864,3531,0,12958,9427,0,0,0,0,38401.843
