t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789172355.990,0,0,70857,70857,0,0,0,0,16632.246
1789172360.992,0,0,70857,70857,0,0,0,0,16637.248
1789172365.993,113,0,71012,70899,0,0,0,0,16642.250
1789172370.994,142,0,71159,71017,0,0,0,0,16647.250
1789172375.996,158,0,71311,71153,0,0,0,0,16652.252
1789172380.997,234,0,71494,71260,0,0,0,0,16657.253
1789172383.499,248,0,71631,71383,0,0,0,0,16662.260
1789172388.501,269,0,71807,71538,0,0,0,0,16667.262
1789172393.504,272,0,71945,71673,0,0,0,0,16672.266
1789172398.505,264,0,72100,71836,0,0,0,0,16677.267
1789172403.507,279,0,72246,71967,0,0,0,0,16682.268
1789172408.508,275,0,72398,72123,0,0,0,0,16687.269
1789172411.020,276,0,72548,72272,0,0,0,0,16692.270
1789172416.021,294,0,72707,72413,0,0,0,0,16697.271
1789172421.025,297,0,72858,72561,0,0,0,0,16702.276
1789172426.026,310,0,73017,72707,0,0,0,0,16707.276
1789172431.029,310,0,73169,72859,0,0,0,0,16712.279
1789172436.030,327,0,73333,73006,0,0,0,0,16717.280
1789172441.031,331,0,73476,73145,0,0,0,0,16722.281
1789172443.553,339,0,73641,73302,0,0,0,0,16727.283
1789172448.557,361,0,73801,73440,0,0,0,0,16732.287
1789172453.560,356,0,73951,73595,0,0,0,0,16737.290
1789172458.568,388,0,74125,73737,0,0,0,0,16742.298
1789172463.573,391,0,74284,73893,0,0,0,0,16747.304
1789172468.579,395,0,74430,74035,0,0,0,0,16752.309
1789172471.102,397,0,74573,74176,0,0,0,0,16757.312
1789172476.102,406,0,74731,74325,0,0,0,0,16762.313
1789172481.104,409,0,74885,74476,0,0,0,0,16767.314
1789172486.110,429,0,75047,74618,0,0,0,0,16772.320
1789172491.115,427,0,75195,74768,0,0,0,0,16777.325
1789172496.117,432,0,75354,74922,0,0,0,0,16782.328
1789172501.124,432,0,75498,75066,0,0,0,0,16787.335
1789172503.642,466,0,75668,75202,0,0,0,0,16792.336
1789172508.645,477,0,75830,75353,0,0,0,0,16797.338
1789172513.646,482,0,75988,75506,0,0,0,0,16802.339
1789172518.647,496,0,76145,75649,0,0,0,0,16807.341
1789172523.648,499,0,76303,75804,0,0,0,0,16812.341
1789172528.651,490,0,76435,75945,0,0,0,0,16817.345
1789172531.156,504,0,76594,76090,0,0,0,0,16822.346
1789172536.158,518,0,76755,76237,0,0,0,0,16827.347
1789172541.158,509,0,76898,76389,0,0,0,0,16832.348
1789172546.159,503,0,77039,76536,0,0,0,0,16837.349
1789172551.162,509,0,77193,76684,0,0,0,0,16842.352
1789172556.164,516,0,77345,76829,0,0,0,0,16847.353
1789172561.165,498,0,77474,76976,0,0,0,0,16852.355
1789172563.685,477,0,77605,77128,0,0,0,0,16857.355
1789172568.687,479,0,77755,77276,0,0,0,0,16862.357
1789172573.694,451,0,77879,77428,0,0,0,0,16867.364
1789172578.708,457,0,78016,77559,0,0,0,0,16872.378
1789172583.710,450,0,78160,77710,0,0,0,0,16877.380
1789172588.712,461,0,78310,77849,0,0,0,0,16882.383
1789172591.234,453,0,78457,78004,0,0,0,0,16887.386
1789172596.237,463,0,78612,78149,0,0,0,0,16892.388
1789172601.239,471,0,78772,78301,0,0,0,0,16897.390
1789172606.240,501,0,78947,78446,0,0,0,0,16902.392
1789172611.243,523,0,79111,78588,0,0,0,0,16907.394
1789172616.245,529,0,79266,78737,0,0,0,0,16912.396
1789172618.768,525,0,79413,78888,0,0,0,0,16917.400
1789172623.769,540,0,79566,79026,0,0,0,0,16922.402
1789172628.773,537,0,79705,79168,0,0,0,0,16927.405
1789172633.776,532,0,79859,79327,0,0,0,0,16932.408
1789172638.780,427,0,79896,79469,0,0,0,0,16937.412
1789172643.785,280,0,79896,79616,0,0,0,0,16942.417
1789172648.791,30,0,79896,79866,0,0,0,0,16947.424
1789172651.312,0,0,79896,79896,0,0,0,0,16952.424
1789172656.318,0,0,79896,79896,0,0,0,0,16957.430
1789172661.327,0,0,79896,79896,0,0,0,0,16962.439
1789172666.329,0,0,79896,79896,0,0,0,0,16967.441
1789172671.334,0,0,79896,79896,0,0,0,0,16972.446
1789172676.338,0,0,79896,79896,0,0,0,0,16977.450
1789172678.914,0,0,79896,79896,0,0,0,0,16982.513
