t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789177033.095,0,0,20920,20920,0,0,0,0,21696.939
1789177035.602,0,0,20920,20920,0,0,0,0,21701.940
1789177040.605,256,0,21176,20920,0,0,0,0,21706.944
1789177045.607,256,0,21432,21176,0,0,0,0,21711.946
1789177050.617,256,0,21688,21432,0,0,0,0,21716.956
1789177055.619,256,0,21944,21688,0,0,0,0,21721.958
1789177060.620,256,0,22200,21944,0,0,0,0,21726.959
1789177063.134,256,0,22456,22200,0,0,0,0,21731.962
1789177068.135,256,0,22712,22456,0,0,0,0,21736.963
1789177073.141,256,0,22968,22712,0,0,0,0,21741.969
1789177078.144,256,0,23224,22968,0,0,0,0,21746.972
1789177083.145,256,0,23480,23224,0,0,0,0,21751.973
1789177088.146,256,0,23707,23451,0,0,0,0,21756.974
1789177093.147,256,0,23929,23673,0,0,0,0,21761.975
1789177095.643,242,0,24137,23895,0,0,0,0,21766.976
1789177100.647,256,0,24356,24100,0,0,0,0,21771.980
1789177105.648,255,0,24577,24322,0,0,0,0,21776.980
1789177110.649,256,0,24795,24539,0,0,0,0,21781.981
1789177115.650,256,0,25016,24760,0,0,0,0,21786.983
1789177120.651,256,0,25272,25016,0,0,0,0,21791.984
1789177123.152,256,0,25528,25272,0,0,0,0,21796.986
1789177128.154,256,0,25784,25528,0,0,0,0,21801.988
1789177133.155,256,0,26040,25784,0,0,0,0,21806.989
1789177138.156,256,0,26296,26040,0,0,0,0,21811.990
1789177143.157,256,0,26552,26296,0,0,0,0,21816.991
1789177148.159,256,0,26808,26552,0,0,0,0,21821.993
1789177153.160,256,0,27064,26808,0,0,0,0,21826.994
1789177155.664,256,0,27320,27064,0,0,0,0,21831.995
1789177160.664,256,0,27576,27320,0,0,0,0,21836.996
1789177165.666,249,0,27825,27576,0,0,0,0,21841.997
1789177170.669,256,0,28042,27786,0,0,0,0,21847.001
1789177175.671,256,0,28264,28008,0,0,0,0,21852.002
1789177180.672,256,0,28469,28213,0,0,0,0,21857.003
1789177183.168,256,0,28691,28435,0,0,0,0,21862.004
1789177188.169,239,0,28896,28657,0,0,0,0,21867.005
1789177193.172,256,0,29113,28857,0,0,0,0,21872.008
1789177198.173,256,0,29368,29112,0,0,0,0,21877.010
1789177203.175,256,0,29624,29368,0,0,0,0,21882.011
1789177208.177,256,0,29880,29624,0,0,0,0,21887.013
1789177213.177,256,0,30136,29880,0,0,0,0,21892.014
1789177215.678,256,0,30392,30136,0,0,0,0,21897.017
1789177220.679,256,0,30648,30392,0,0,0,0,21902.018
1789177225.680,256,0,30904,30648,0,0,0,0,21907.019
1789177230.681,256,0,31160,30904,0,0,0,0,21912.020
1789177235.686,256,0,31416,31160,0,0,0,0,21917.025
1789177240.687,256,0,31672,31416,0,0,0,0,21922.025
1789177243.236,256,0,31928,31672,0,0,0,0,21927.055
1789177248.239,256,0,32184,31928,0,0,0,0,21932.058
1789177253.240,256,0,32413,32157,0,0,0,0,21937.059
1789177258.241,252,0,32649,32397,0,0,0,0,21942.060
1789177263.242,256,0,32862,32606,0,0,0,0,21947.061
1789177268.243,256,0,33078,32822,0,0,0,0,21952.062
1789177273.244,256,0,33286,33030,0,0,0,0,21957.063
1789177275.765,256,0,33465,33209,0,0,0,0,21962.064
1789177280.766,256,0,33721,33465,0,0,0,0,21967.065
1789177285.766,256,0,33976,33720,0,0,0,0,21972.066
1789177290.788,256,0,34232,33976,0,0,0,0,21977.087
1789177295.804,256,0,34488,34232,0,0,0,0,21982.103
1789177300.805,256,0,34744,34488,0,0,0,0,21987.104
1789177303.323,256,0,35000,34744,0,0,0,0,21992.105
