t_unix,in_flight,waiting,admitted,completed,upstream_errors,rejected_cap_full,rejected_queue_full,rejected_queue_timeout,t_mono
1789166154.680,0,0,1010,1010,0,0,0,0,9915.329
1789166159.685,0,0,1010,1010,0,0,0,0,9920.334
1789166164.688,32,0,1089,1057,0,0,0,0,9925.336
1789166169.690,32,0,1165,1133,0,0,0,0,9930.338
1789166172.211,32,0,1237,1205,0,0,0,0,9935.340
1789166177.212,31,0,1310,1279,0,0,0,0,9940.341
1789166182.215,32,0,1388,1356,0,0,0,0,9945.344
1789166187.218,32,0,1462,1430,0,0,0,0,9950.347
1789166192.220,32,0,1536,1504,0,0,0,0,9955.349
1789166197.222,32,0,1606,1574,0,0,0,0,9960.351
1789166199.744,32,0,1686,1654,0,0,0,0,9965.353
1789166204.745,32,0,1762,1730,0,0,0,0,9970.354
1789166209.747,32,0,1832,1800,0,0,0,0,9975.355
1789166214.749,32,0,1907,1875,0,0,0,0,9980.357
1789166219.750,32,0,1979,1947,0,0,0,0,9985.358
1789166224.751,32,0,2053,2021,0,0,0,0,9990.359
1789166229.753,31,0,2124,2093,0,0,0,0,9995.361
1789166232.274,32,0,2199,2167,0,0,0,0,10000.364
1789166237.275,32,0,2273,2241,0,0,0,0,10005.365
1789166242.277,32,0,2345,2313,0,0,0,0,10010.367
1789166247.278,32,0,2422,2390,0,0,0,0,10015.368
1789166252.280,32,0,2494,2462,0,0,0,0,10020.370
1789166257.281,32,0,2568,2536,0,0,0,0,10025.371
1789166259.802,32,0,2643,2611,0,0,0,0,10030.373
1789166264.805,32,0,2714,2682,0,0,0,0,10035.376
1789166269.806,32,0,2785,2753,0,0,0,0,10040.377
1789166274.807,32,0,2856,2824,0,0,0,0,10045.378
1789166279.809,32,0,2930,2898,0,0,0,0,10050.380
1789166284.810,32,0,3001,2969,0,0,0,0,10055.381
1789166289.812,32,0,3077,3045,0,0,0,0,10060.383
1789166292.333,32,0,3149,3117,0,0,0,0,10065.385
1789166297.334,32,0,3225,3193,0,0,0,0,10070.386
1789166302.335,32,0,3295,3263,0,0,0,0,10075.387
1789166307.336,32,0,3365,3333,0,0,0,0,10080.388
1789166312.338,32,0,3442,3410,0,0,0,0,10085.389
1789166317.342,32,0,3521,3489,0,0,0,0,10090.393
1789166319.862,32,0,3598,3566,0,0,0,0,10095.394
1789166324.864,32,0,3672,3640,0,0,0,0,10100.396
1789166329.865,32,0,3745,3713,0,0,0,0,10105.398
1789166334.867,25,0,3810,3785,0,0,0,0,10110.400
1789166339.883,0,0,3810,3810,0,0,0,0,10115.415
1789166344.899,0,0,3810,3810,0,0,0,0,10120.432
